id_jogador;id_ano;ordem_equipes;id_equipe;id_liga;jogos_ganhados;jogos_perdidos;jogos_disputados;jogos_iniciados;jogos_completos;shutouts;jogos_salvos;IPouts;hits;corridas_merecidas;homerun;BB;strikeout;media_rebatida_oponente;media_corridas_merecidas;IBB;lances_desviados;HBP;BK;BFP;jogos_terminados;corridas;toques_sacrificio;fly_sacrificio;eliminacao_dupla
abadfe01;2011;1;HOU;NL;1;4;29;0;0;0;0;59;28;16;5;9;15;0,326;7,32;0;0;1;0;99;1;18;1;2;0
abreuju01;2011;1;HOU;NL;0;0;7;0;0;0;0;20;6;2;1;3;12;0,231;2,70;0;0;5;0;34;2;2;0;0;0
accarje01;2011;1;BAL;AL;3;3;31;0;0;0;0;113;43;24;5;18;23;0,295;5,73;4;0;1;0;167;7;24;2;0;4
aceveal01;2011;1;BOS;AL;10;2;55;4;0;0;2;342;84;33;8;42;80;0,204;2,61;1;1;15;2;474;15;37;3;3;9
acostma01;2011;1;NYN;NL;4;1;44;0;0;0;4;141;50;18;6;15;46;0,269;3,45;0;0;2;0;204;15;21;0;1;3
adamsmi03;2011;1;SDN;NL;3;1;48;0;0;0;1;144;26;6;2;9;49;0,155;1,13;1;0;0;0;179;5;7;1;1;1
adamsmi03;2011;2;TEX;AL;2;3;27;0;0;0;1;77;18;6;3;5;25;0,196;2,10;1;0;0;0;98;5;6;1;0;1
adcocna01;2011;1;KCA;AL;1;1;24;3;0;0;1;181;63;31;5;26;36;0,272;4,62;3;4;3;1;265;5;34;3;1;4
affelje01;2011;1;SFN;NL;3;2;67;0;0;0;3;185;47;18;5;24;54;0,207;2,63;3;4;4;0;259;12;22;4;0;4
alberma01;2011;1;BOS;AL;4;4;56;0;0;0;0;194;62;34;7;31;68;0,251;4,73;1;2;5;0;289;10;35;4;2;3
albural01;2011;1;DET;AL;6;1;41;0;0;0;0;130;21;9;0;29;67;0,142;1,87;4;4;2;0;182;11;9;2;1;0
alvarhe01;2011;1;TOR;AL;1;3;10;10;0;0;0;191;64;25;8;8;40;0,262;3,53;0;2;4;0;259;0;26;1;2;7
anderbr04;2011;1;OAK;AL;3;6;13;13;1;0;0;250;86;37;8;25;61;0,270;4,00;1;0;7;1;356;0;40;4;1;8
arredjo01;2011;1;CIN;NL;4;4;53;0;0;0;0;159;43;19;5;31;48;0,226;3,23;5;4;2;2;226;10;21;3;0;6
arrieja01;2011;1;BAL;AL;10;8;22;22;0;0;0;358;115;67;21;59;93;0,253;5,05;2;0;4;0;523;0;70;3;2;9
arroybr01;2011;1;CIN;NL;9;12;32;32;1;1;0;597;227;112;46;45;108;0,286;5,07;5;0;6;0;855;0;119;6;5;15
ascanjo01;2011;1;PIT;NL;0;0;8;0;0;0;0;19;10;5;2;2;5;0,345;7,11;0;0;0;0;31;4;5;0;0;0
atchisc01;2011;1;BOS;AL;1;0;17;0;0;0;1;91;31;11;0;6;17;0,279;3,26;0;2;2;0;122;4;11;1;2;5
atkinmi01;2011;1;BAL;AL;0;0;3;3;0;0;0;32;21;10;5;3;7;0,412;8,44;0;0;1;0;56;0;10;0;1;1
augenbr01;2011;1;SLN;NL;0;1;5;0;0;0;0;17;11;6;1;3;6;0,407;9,53;3;1;1;0;31;1;7;0;0;0
axelrdy01;2011;1;CHA;AL;1;0;4;3;0;0;0;56;18;6;1;9;19;0,257;2,89;2;0;1;0;82;1;6;0;2;2
axforjo01;2011;1;MIL;NL;2;2;74;0;0;0;46;221;59;16;4;25;86;0,212;1,95;1;8;0;0;305;63;19;1;1;4
ayalalu01;2011;1;NYA;AL;2;2;52;0;0;0;0;168;51;13;5;20;39;0,256;2,09;3;2;6;1;233;20;17;4;4;10
badenbu01;2011;1;FLO;NL;2;3;50;0;0;0;1;191;65;29;1;24;51;0,265;4,10;4;4;4;0;276;15;29;1;2;7
baezda01;2011;1;PHI;NL;2;4;29;0;0;0;0;108;43;25;5;13;18;0,293;6,25;2;1;3;0;163;14;28;0;0;3
bailean01;2011;1;OAK;AL;0;4;42;0;0;0;24;125;34;15;3;12;41;0,218;3,24;2;0;0;0;170;37;18;1;1;3
baileho02;2011;1;CIN;NL;9;7;22;22;0;0;0;396;136;65;18;33;106;0,264;4,43;2;4;5;0;561;0;68;4;4;6
bakersc02;2011;1;MIN;AL;8;6;23;21;1;0;0;404;126;47;15;32;123;0,248;3,14;2;4;4;0;548;2;50;1;2;9
balesco01;2011;1;WAS;NL;1;4;23;0;0;0;0;107;38;18;7;14;34;0,268;4,54;0;2;1;1;159;9;21;1;1;2
balfogr01;2011;1;OAK;AL;5;2;62;0;0;0;2;186;44;17;8;20;59;0,199;2,47;1;0;0;0;242;15;17;1;0;8
bardda01;2011;1;BOS;AL;2;9;70;0;0;0;1;219;46;27;5;24;74;0,179;3,33;3;2;2;1;288;10;29;5;0;1
bassan01;2011;1;SDN;NL;2;0;27;3;0;0;0;145;41;9;3;21;24;0,236;1,68;1;1;1;0;198;6;9;2;0;7
bastaan01;2011;1;PHI;NL;6;1;64;0;0;0;8;174;28;17;6;26;70;0,144;2,64;0;4;0;0;225;15;17;2;2;4
batismi01;2011;1;SLN;NL;3;2;26;1;0;0;0;88;27;15;2;19;16;0,241;4,60;4;2;4;0;137;2;20;2;0;3
batismi01;2011;2;NYN;NL;2;0;9;4;1;1;0;92;22;9;0;14;15;0,208;2,64;1;1;2;0;125;0;9;2;1;6
beachbr01;2011;1;ATL;NL;7;3;25;25;0;0;0;425;125;58;16;46;169;0,236;3,68;9;11;5;1;591;0;62;6;5;6
beatope01;2011;1;NYN;NL;2;1;60;0;0;0;0;201;59;32;5;27;39;0,240;4,30;3;1;4;0;283;7;41;2;4;6
beavabl01;2011;1;SEA;AL;5;6;15;15;0;0;0;291;106;46;13;15;42;0,278;4,27;0;4;3;0;405;0;46;1;5;6
beckch01;2011;1;TOR;AL;0;0;3;0;0;0;0;7;1;0;0;0;3;0,125;0,00;0;0;0;0;8;3;0;0;0;0
beckejo02;2011;1;BOS;AL;13;7;30;30;1;1;0;579;146;62;21;52;175;0,211;2,89;1;6;9;0;767;0;65;8;5;14
bedarer01;2011;1;SEA;AL;4;7;16;16;0;0;0;274;77;35;11;30;87;0,226;3,45;0;5;1;0;373;0;41;1;0;8
bedarer01;2011;2;BOS;AL;1;2;8;8;0;0;0;114;41;17;3;18;38;0,275;4,03;0;0;0;0;168;0;22;0;1;0
beimejo01;2011;1;PIT;NL;1;1;35;0;0;0;0;76;34;15;6;9;17;0,321;5,33;1;0;1;0;117;9;17;1;0;5
belisma01;2011;1;COL;NL;10;4;74;0;0;0;0;216;77;26;5;14;58;0,276;3,25;3;2;4;0;301;10;33;4;0;8
bellhe01;2011;1;SDN;NL;3;4;64;0;0;0;43;188;51;17;4;21;51;0,223;2,44;2;8;0;0;256;54;20;5;1;6
belltr01;2011;1;LAA;AL;1;1;19;0;0;0;0;103;39;13;2;10;17;0,291;3,41;1;2;1;0;146;14;14;0;1;3
belowdu01;2011;1;DET;AL;0;2;14;2;0;0;0;87;28;14;2;11;14;0,252;4,34;2;2;1;0;127;4;16;1;3;2
benoijo01;2011;1;DET;AL;4;3;66;0;0;0;2;183;47;20;5;17;63;0,218;2,95;1;3;2;0;241;13;22;1;5;6
bergebr02;2011;1;BAL;AL;2;7;34;12;1;1;0;303;119;64;16;32;61;0,288;5,70;3;2;3;0;451;3;73;0;3;7
bergju01;2011;1;CHN;NL;0;0;8;0;0;0;0;36;11;5;1;6;6;0,250;3,75;1;0;2;0;52;0;5;0;0;2
berkeja01;2011;1;BAL;AL;1;2;40;0;0;0;0;141;63;28;10;21;41;0,318;5,36;2;4;1;0;223;10;29;1;2;4
betande01;2011;1;NYA;AL;0;0;2;1;0;0;0;8;1;2;0;6;2;0,125;6,75;0;0;1;0;16;0;2;0;1;0
betanra01;2011;1;COL;NL;2;0;68;0;0;0;8;187;46;20;7;8;73;0,203;2,89;0;1;0;2;237;24;21;0;2;3
billibr02;2011;1;COL;NL;0;0;1;0;0;0;0;6;5;1;0;0;0;0,556;4,50;0;1;0;0;9;1;1;0;0;2
billibr02;2011;2;OAK;AL;0;0;3;0;0;0;0;15;8;7;1;6;7;0,348;12,60;0;0;0;0;29;0;9;0;0;1
billich01;2011;1;LAN;NL;11;11;32;32;1;0;0;564;189;88;14;84;152;0,264;4,21;4;5;7;0;829;0;98;13;8;14
blackni01;2011;1;MIN;AL;7;10;26;26;1;0;0;445;183;74;19;54;76;0,305;4,49;5;5;4;0;670;0;91;7;5;14
blantjo01;2011;1;PHI;NL;1;2;11;8;0;0;0;124;52;23;5;9;35;0,319;5,01;0;0;1;0;180;1;23;5;2;7
blevije01;2011;1;OAK;AL;0;0;26;0;0;0;0;85;24;9;2;14;26;0,235;2,86;1;0;1;0;122;11;14;2;3;4
boggsmi01;2011;1;SLN;NL;2;3;51;0;0;0;4;182;62;24;4;21;48;0,266;3,56;2;5;2;0;260;20;27;2;2;7
bowdemi01;2011;1;BOS;AL;0;0;14;0;0;0;0;60;19;9;3;11;17;0,241;4,05;0;3;0;0;90;9;9;0;0;0
boyerbl01;2011;1;NYN;NL;0;2;5;0;0;0;1;20;13;8;2;1;1;0,433;10,80;0;0;1;0;33;3;8;1;0;1
brachbr01;2011;1;SDN;NL;0;2;9;0;0;0;0;21;9;4;0;7;11;0,300;5,14;4;1;1;0;38;4;5;0;0;0
brackan01;2011;1;NYA;AL;0;0;3;0;0;0;0;7;1;0;0;3;0;0,100;0,00;0;0;0;0;13;1;0;0;0;0
braddza01;2011;1;MIL;NL;0;1;25;0;0;0;0;52;16;14;2;11;18;0,239;7,27;1;2;2;0;82;4;15;0;2;1
