id_jogador;id_ano;ordem_equipes;id_equipe;id_liga;jogos_ganhados;jogos_perdidos;jogos_disputados;jogos_iniciados;jogos_completos;shutouts;jogos_salvos;IPouts;hits;corridas_merecidas;homerun;BB;strikeout;media_rebatida_oponente;media_corridas_merecidas;IBB;lances_desviados;HBP;BK;BFP;jogos_terminados;corridas;toques_sacrificio;fly_sacrificio;eliminacao_dupla
abbotji01;1992;1;CAL;AL;7;15;29;29;7;0;0;633;208;65;12;68;130;0,263;2,77;3;2;4;0;874;0;73;8;4;22
abbotky01;1992;1;PHI;NL;1;14;31;19;0;0;0;400;147;76;20;45;88;0,283;5,13;0;9;1;1;577;0;80;6;5;11
abbotpa01;1992;1;MIN;AL;0;0;6;0;0;0;0;33;12;4;1;5;13;0,279;3,27;0;1;1;0;50;5;4;0;1;0
ackerji01;1992;1;SEA;AL;0;0;17;0;0;0;0;92;45;18;4;12;11;0,338;5,28;1;1;0;0;148;3;19;1;2;1
agostju01;1992;1;SLN;NL;2;4;22;0;0;0;0;95;39;22;2;9;13;0,312;6,25;2;2;3;0;143;10;24;3;3;5
agostju01;1992;2;SEA;AL;0;0;17;1;0;0;0;55;27;12;0;3;12;0,346;5,89;0;0;0;0;84;2;12;2;1;2
aguilri01;1992;1;MIN;AL;2;6;64;0;0;0;41;200;60;21;7;17;52;0,238;2,84;4;5;1;0;273;61;28;1;2;7
aldresc01;1992;1;DET;AL;3;8;16;13;0;0;0;195;80;49;12;33;34;0,307;6,78;4;1;3;0;304;0;51;4;3;5
alexage01;1992;1;TEX;AL;1;0;3;0;0;0;0;5;5;5;1;1;1;0,500;27,00;0;0;0;0;12;1;5;0;1;0
alvarwi01;1992;1;CHA;AL;5;3;34;9;0;0;1;301;103;58;12;65;66;0,272;5,20;2;2;4;0;455;4;64;3;4;13
anderla02;1992;1;SDN;NL;1;1;34;0;0;0;2;105;26;13;2;8;35;0,202;3,34;2;0;1;0;140;13;14;1;1;1
appieke01;1992;1;KCA;AL;15;8;30;30;3;0;0;625;167;57;10;68;150;0,217;2,46;5;4;2;0;852;0;59;8;3;12
aquinlu01;1992;1;KCA;AL;3;6;15;13;0;0;0;203;81;34;5;20;11;0,303;4,52;1;1;1;1;293;1;35;2;3;8
armstja01;1992;1;CLE;AL;6;15;35;23;1;0;0;500;176;86;23;67;114;0,269;4,64;0;6;3;3;735;5;100;6;5;8
arnsbbr01;1992;1;CLE;AL;0;0;8;0;0;0;0;32;13;14;6;11;5;0,317;11,81;0;2;2;0;54;1;14;0;0;4
ashbyan01;1992;1;PHI;NL;1;3;10;8;0;0;0;111;42;31;6;21;24;0,290;7,54;0;2;1;0;171;0;31;2;2;3
assenpa01;1992;1;CHN;NL;4;4;70;0;0;0;8;204;72;31;6;26;67;0,271;4,10;5;4;3;0;298;23;32;1;2;3
astacpe01;1992;1;LAN;NL;5;5;11;11;4;4;0;246;80;18;1;20;43;0,255;1,98;4;1;2;0;341;0;23;3;2;12
austiji02;1992;1;ML4;AL;5;2;47;0;0;0;0;175;38;12;2;32;30;0,191;1,85;6;1;2;0;235;12;13;1;1;7
averyst01;1992;1;ATL;NL;11;11;35;35;2;2;0;701;216;83;14;71;129;0,246;3,20;3;7;0;3;969;0;95;12;8;16
ayalabo01;1992;1;CIN;NL;2;1;5;5;0;0;0;87;33;14;1;13;23;0,297;4,34;2;0;1;0;127;0;15;2;0;4
ayraubo01;1992;1;PHI;NL;2;2;30;0;0;0;0;130;32;15;0;17;27;0,209;3,12;1;0;1;0;178;7;16;4;3;1
bailesc01;1992;1;CAL;AL;3;1;32;0;0;0;0;116;59;32;7;28;25;0,351;7,45;4;2;1;1;200;10;34;1;2;4
balleja01;1992;1;PHI;NL;0;0;8;0;0;0;0;33;10;10;5;10;9;0,250;8,18;0;1;0;0;51;4;10;0;1;0
bankhsc01;1992;1;CIN;NL;10;4;54;0;0;0;1;212;57;23;4;29;53;0,218;2,93;5;6;3;0;299;10;26;3;3;3
bankswi01;1992;1;MIN;AL;4;4;16;12;0;0;0;213;80;45;6;37;37;0,288;5,70;0;5;2;1;324;2;46;2;5;2
bannifl01;1992;1;TEX;AL;1;1;36;0;0;0;0;111;39;26;3;21;30;0,281;6,32;6;3;3;0;173;8;27;3;7;1
barnebr01;1992;1;MON;NL;6;6;21;17;0;0;0;300;77;33;9;46;65;0,213;2,97;1;1;3;2;417;2;34;5;1;7
bartosh01;1992;1;SEA;AL;0;1;14;0;0;0;0;37;10;4;1;7;4;0,238;2,92;2;2;0;0;50;2;5;1;0;1
batismi01;1992;1;PIT;NL;0;0;1;0;0;0;0;6;4;2;1;3;1;0,400;9,00;0;0;0;0;13;1;2;0;0;0
beckro01;1992;1;SFN;NL;3;3;65;0;0;0;17;276;62;18;4;15;87;0,190;1,76;2;5;2;2;352;42;20;6;2;2
belchti01;1992;1;CIN;NL;15;14;35;34;2;1;0;683;201;99;17;80;149;0,238;3,91;2;3;3;1;949;1;104;12;11;9
belinst01;1992;1;PIT;NL;6;4;59;0;0;0;18;214;58;25;8;29;57;0,223;3,15;5;1;0;0;299;42;26;4;6;1
beller01;1992;1;CLE;AL;0;2;7;1;0;0;0;46;22;13;1;9;10;0,349;7,63;0;1;1;0;75;2;13;1;1;2
benesan01;1992;1;SDN;NL;13;14;34;34;2;2;0;694;230;86;14;61;169;0,264;3,35;6;1;5;1;961;0;90;19;6;12
berenju01;1992;1;ATL;NL;3;1;28;0;0;0;1;100;35;19;7;16;19;0,269;5,13;4;2;1;2;148;8;22;1;0;3
berenju01;1992;2;KCA;AL;1;4;19;2;0;0;0;134;42;28;3;20;26;0,247;5,64;3;2;1;1;195;2;30;1;3;2
bielemi01;1992;1;ATL;NL;2;4;19;14;1;1;0;242;77;23;2;27;62;0,254;2,57;1;4;1;0;336;0;27;3;2;7
birkbmi01;1992;1;NYN;NL;0;1;1;1;0;0;0;21;12;7;3;1;2;0,387;9,00;1;1;0;0;33;0;7;1;0;2
blackbu02;1992;1;SFN;NL;10;12;28;28;2;1;0;531;178;78;23;59;82;0,263;3,97;11;3;1;7;749;0;88;8;4;17
blairwi01;1992;1;HOU;NL;5;7;29;8;0;0;0;236;74;35;5;25;48;0,249;4,00;2;2;2;0;331;1;47;4;3;6
blylebe01;1992;1;CAL;AL;8;12;25;24;1;0;0;399;150;70;17;29;70;0,285;4,74;2;3;5;1;568;0;76;3;5;11
boddimi01;1992;1;KCA;AL;1;4;29;8;0;0;3;260;92;48;5;37;47;0,270;4,98;3;2;8;0;392;8;50;2;3;9
boevejo01;1992;1;HOU;NL;3;6;81;0;0;0;2;334;103;31;3;45;67;0,248;2,51;9;4;4;0;479;26;38;10;4;7
bohanbr01;1992;1;TEX;AL;1;1;18;7;0;0;0;137;57;32;7;25;29;0,297;6,31;0;2;1;0;220;3;38;0;2;4
boltoto01;1992;1;BOS;AL;1;2;21;1;0;0;0;87;34;11;0;14;23;0,286;3,41;1;2;2;1;135;6;11;0;0;3
boltoto01;1992;2;CIN;NL;3;3;16;8;0;0;0;139;52;27;9;23;27;0,284;5,24;2;3;2;1;210;3;28;1;1;5
bonesri01;1992;1;ML4;AL;9;10;31;28;0;0;0;490;169;83;27;48;65;0,264;4,57;0;3;9;2;705;0;90;2;5;11
borbope02;1992;1;ATL;NL;0;1;2;0;0;0;0;4;2;1;0;1;1;0,333;6,75;1;0;0;0;7;2;1;0;0;0
bosioch01;1992;1;ML4;AL;16;6;33;33;4;2;0;694;223;93;21;44;120;0,254;3,62;1;8;4;2;937;0;100;6;5;24
boskish01;1992;1;CHN;NL;5;11;23;18;0;0;0;275;96;51;14;36;39;0,284;5,01;3;5;4;1;393;2;55;9;6;12
