id_jogador;id_ano;ordem_equipes;id_equipe;id_liga;jogos_ganhados;jogos_perdidos;jogos_disputados;jogos_iniciados;jogos_completos;shutouts;jogos_salvos;IPouts;hits;corridas_merecidas;homerun;BB;strikeout;media_rebatida_oponente;media_corridas_merecidas;IBB;lances_desviados;HBP;BK;BFP;jogos_terminados;corridas;toques_sacrificio;fly_sacrificio;eliminacao_dupla
aasedo01;1984;1;CAL;AL;4;1;23;0;0;0;8;117;30;7;1;19;28;0,221;1,62;5;0;0;0;160;17;7;3;2;5
abbotgl01;1984;1;DET;AL;3;4;13;8;1;0;0;132;62;29;9;8;8;0,326;5,93;1;1;2;0;205;2;39;3;2;5
ackerji01;1984;1;TOR;AL;3;5;32;3;0;0;1;216;79;35;3;25;33;0,286;4,38;3;5;6;0;312;9;39;4;1;14
agostju01;1984;1;CHA;AL;2;1;49;0;0;0;7;166;54;19;2;34;26;0,270;3,09;7;1;3;0;243;18;20;5;1;14
alexado01;1984;1;TOR;AL;17;6;36;35;11;2;0;785;238;91;21;59;139;0,242;3,13;1;2;3;0;1061;1;99;4;12;20
allenne01;1984;1;SLN;NL;9;6;57;1;0;0;3;357;105;47;6;49;66;0,239;3,55;9;6;0;0;495;18;54;4;2;11
altampo01;1984;1;CHN;NL;0;0;5;0;0;0;0;34;8;6;2;1;7;0,195;4,76;0;1;0;0;43;2;6;0;1;0
anderla02;1984;1;PHI;NL;3;7;64;0;0;0;4;272;85;24;5;25;54;0,248;2,38;6;2;0;1;376;25;32;4;4;4
andujjo01;1984;1;SLN;NL;20;14;36;36;12;4;0;784;218;97;20;70;147;0,229;3,34;13;6;7;4;1052;0;104;12;9;18
apontlu01;1984;1;CLE;AL;1;0;25;0;0;0;0;151;53;23;5;15;25;0,269;4,11;0;3;1;1;218;14;25;4;1;3
armstmi01;1984;1;NYA;AL;3;2;36;0;0;0;1;163;47;21;6;26;43;0,239;3,48;4;1;0;0;229;15;21;2;4;6
atherke01;1984;1;OAK;AL;7;6;57;0;0;0;2;312;110;50;13;39;58;0,274;4,33;8;3;2;0;453;24;51;4;6;5
augusje01;1984;1;ML4;AL;0;0;4;0;0;0;0;16;4;0;0;4;3;0,211;0,00;0;0;1;0;24;1;1;0;0;1
bairdo01;1984;1;DET;AL;5;3;47;1;0;0;4;281;82;39;10;36;57;0,238;3,75;2;3;0;0;388;12;42;3;4;12
bannifl01;1984;1;CHA;AL;14;11;34;33;4;0;0;654;211;117;30;80;152;0,253;4,83;2;10;6;0;936;0;127;3;10;15
bargagr01;1984;1;MON;NL;0;1;3;1;0;0;0;24;8;7;1;7;2;0,286;7,88;1;0;0;0;36;0;7;0;1;1
barkele01;1984;1;ATL;NL;7;8;21;20;1;0;0;379;120;54;10;38;95;0,254;3,85;2;3;2;1;528;0;59;10;5;11
barklje01;1984;1;CLE;AL;0;0;3;0;0;0;0;12;6;3;0;1;4;0,353;6,75;0;0;0;0;19;0;3;0;1;0
barojsa01;1984;1;CHA;AL;3;2;24;0;0;0;1;118;48;20;3;19;18;0,310;4,58;1;0;0;0;177;10;24;3;0;8
barojsa01;1984;2;SEA;AL;6;5;19;14;0;0;1;286;88;42;12;41;37;0,249;3,97;1;3;3;0;400;1;46;1;2;8
beardda01;1984;1;SEA;AL;3;2;43;0;0;0;5;228;88;49;15;33;40;0,291;5,80;5;4;4;2;350;27;56;5;6;4
beattji01;1984;1;SEA;AL;12;16;32;32;12;2;0;633;206;80;13;75;119;0,260;3,41;6;6;5;0;882;0;86;5;4;17
beckwjo01;1984;1;KCA;AL;8;4;49;1;0;0;2;302;92;38;13;25;75;0,247;3,40;1;4;2;1;410;24;39;4;6;14
bedrost01;1984;1;ATL;NL;9;6;40;4;0;0;11;251;65;22;5;33;81;0,210;2,37;5;4;1;0;345;28;23;1;1;4
beenean01;1984;1;ML4;AL;0;2;5;3;0;0;0;56;28;23;1;9;11;0,350;11,09;0;3;2;1;92;0;23;0;1;4
behenri01;1984;1;CLE;AL;0;3;3;3;0;0;0;29;17;15;5;8;6;0,386;13,97;0;2;1;0;54;0;15;1;0;0
berenbr01;1984;1;CIN;NL;3;7;13;11;0;0;0;153;63;34;0;42;53;0,306;6,00;2;4;0;0;251;1;35;2;1;3
berenbr01;1984;2;NYN;NL;9;6;19;19;0;0;0;345;100;48;6;53;81;0,238;3,76;2;7;1;0;486;0;58;10;2;15
berenju01;1984;1;DET;AL;11;10;31;27;2;1;0;505;146;65;14;79;118;0,233;3,48;2;7;5;2;720;0;75;2;6;14
bestka01;1984;1;SEA;AL;1;1;5;0;0;0;0;18;7;2;0;0;6;0,292;3,00;0;0;0;0;25;2;2;0;1;0
betteje01;1984;1;OAK;AL;0;0;3;0;0;0;1;29;9;5;3;5;5;0,243;4,66;0;1;0;0;42;1;5;0;0;0
bibbyji01;1984;1;TEX;AL;0;0;8;0;0;0;0;49;19;8;1;10;6;0,297;4,41;1;1;0;1;75;5;8;1;0;2
bielemi01;1984;1;PIT;NL;0;0;4;0;0;0;0;13;4;0;0;0;1;0,250;0,00;0;0;0;1;17;1;0;1;0;0
blackbu02;1984;1;KCA;AL;17;12;35;35;8;1;0;771;226;89;22;64;140;0,233;3,12;2;2;4;2;1045;0;99;6;1;13
blylebe01;1984;1;CLE;AL;19;7;33;32;12;4;0;735;204;78;19;74;170;0,224;2,87;4;6;6;0;1004;0;86;6;8;18
boddimi01;1984;1;BAL;AL;20;11;34;34;16;4;0;784;218;81;23;81;128;0,228;2,79;1;6;5;1;1051;0;95;2;7;25
bookegr01;1984;1;SDN;NL;1;1;32;1;0;0;0;172;67;21;4;27;28;0,295;3,30;4;6;0;0;262;12;27;6;2;9
bordiri01;1984;1;CHN;NL;5;2;31;7;0;0;4;250;78;32;11;20;41;0,242;3,46;4;0;0;0;347;10;37;2;3;3
boydoi01;1984;1;BOS;AL;12;12;29;26;10;3;0;593;207;96;18;53;134;0,269;4,37;5;5;1;1;835;2;109;4;8;15
breinfr01;1984;1;MON;NL;0;0;4;0;0;0;0;20;4;1;0;5;5;0,190;1,35;0;0;0;0;27;0;1;1;0;2
brennto01;1984;1;CHA;AL;0;1;4;1;0;0;0;20;8;3;1;3;3;0,308;4,05;0;0;0;0;30;1;5;1;0;2
