id_jogador;id_ano;ordem_equipes;id_equipe;id_liga;jogos_ganhados;jogos_perdidos;jogos_disputados;jogos_iniciados;jogos_completos;shutouts;jogos_salvos;IPouts;hits;corridas_merecidas;homerun;BB;strikeout;media_rebatida_oponente;media_corridas_merecidas;IBB;lances_desviados;HBP;BK;BFP;jogos_terminados;corridas;toques_sacrificio;fly_sacrificio;eliminacao_dupla
aardsda01;2008;1;BOS;AL;4;2;47;0;0;0;0;146;49;30;4;35;49;0,268;5,55;2;3;5;0;228;7;32;3;2;4
accarje01;2008;1;TOR;AL;0;3;16;0;0;0;4;37;15;9;1;4;5;0,300;6,57;2;1;1;0;56;6;10;0;1;3
aceveal01;2008;1;NYA;AL;1;0;6;4;0;0;0;90;25;8;4;10;16;0,227;2,40;0;1;0;0;120;1;8;0;0;3
acostma01;2008;1;ATL;NL;3;5;46;0;0;0;3;159;48;21;7;26;31;0,247;3,57;5;5;1;0;226;22;25;4;1;7
adamsmi03;2008;1;SDN;NL;2;3;54;0;0;0;0;196;49;18;7;19;74;0,209;2,48;2;0;0;0;259;11;18;2;3;2
adenhni01;2008;1;LAA;AL;1;0;3;3;0;0;0;36;18;12;0;13;4;0,360;9,00;0;2;0;0;63;0;12;0;0;3
adkinjo01;2008;1;CIN;NL;1;0;4;0;0;0;0;11;4;1;1;3;3;0,333;2,45;1;0;0;0;15;0;1;0;0;1
affelje01;2008;1;CIN;NL;1;1;74;0;0;0;0;235;78;29;9;25;80;0,260;3,33;0;6;3;0;335;20;36;7;0;7
albaljo01;2008;1;NYA;AL;0;1;7;0;0;0;0;41;15;6;1;6;13;0,294;3,95;0;0;0;0;58;2;6;1;0;2
alberma01;2008;1;BAL;AL;3;3;28;3;0;0;0;147;43;19;4;22;26;0,240;3,49;1;1;2;0;208;5;21;1;3;9
aquingr01;2008;1;BAL;AL;0;0;9;0;0;0;0;28;17;13;1;9;9;0,415;12,54;0;0;2;0;54;5;13;1;1;0
ariasal02;2008;1;COL;NL;0;0;12;0;0;0;0;41;12;4;1;4;5;0,235;2,63;0;1;1;0;56;4;4;0;0;2
ariasal02;2008;2;HOU;NL;1;1;3;2;0;0;0;24;11;6;0;6;8;0,344;6,75;0;0;1;0;39;0;6;0;0;2
armasto02;2008;1;NYN;NL;1;0;3;1;0;0;0;25;11;7;2;1;6;0,324;7,56;0;1;0;0;37;1;7;1;1;0
arredjo01;2008;1;LAA;AL;10;2;52;0;0;0;0;183;42;11;3;22;55;0,190;1,62;0;1;1;0;244;10;15;0;0;6
arroybr01;2008;1;CIN;NL;15;11;34;34;1;0;0;600;219;106;29;68;163;0,281;4,77;2;6;6;0;871;0;116;13;6;20
ascanjo01;2008;1;CHN;NL;0;0;6;0;0;0;0;17;8;5;1;4;3;0,348;7,94;1;0;1;0;30;1;5;1;1;0
