id_jogador;id_ano;ordem_equipes;id_equipe;id_liga;jogos_ganhados;jogos_perdidos;jogos_disputados;jogos_iniciados;jogos_completos;shutouts;jogos_salvos;IPouts;hits;corridas_merecidas;homerun;BB;strikeout;media_rebatida_oponente;media_corridas_merecidas;IBB;lances_desviados;HBP;BK;BFP;jogos_terminados;corridas;toques_sacrificio;fly_sacrificio;eliminacao_dupla
aardsda01;2009;1;SEA;AL;3;6;73;0;0;0;38;214;49;20;4;34;80;0,190;2,52;3;2;0;0;296;53;23;2;1;2
abreuwi01;2009;1;TBA;AL;0;0;2;0;0;0;0;11;3;1;0;2;3;0,231;2,45;0;0;0;0;15;1;1;0;0;1
abreuwi01;2009;2;CLE;AL;0;0;3;0;0;0;0;7;7;6;2;2;3;0,500;23,14;0;0;1;0;17;0;7;0;0;0
accarje01;2009;1;TOR;AL;0;0;26;0;0;0;1;74;23;7;2;17;18;0,267;2,55;1;0;2;0;107;5;8;0;2;3
aceveal01;2009;1;NYA;AL;10;1;43;1;0;0;1;252;69;33;10;16;69;0,220;3,54;2;0;5;0;337;10;36;1;2;5
acostma01;2009;1;ATL;NL;1;1;36;0;0;0;0;112;45;18;4;19;32;0,300;4,34;2;3;2;0;174;17;19;3;0;4
adamsmi03;2009;1;SDN;NL;0;0;37;0;0;0;0;111;14;3;1;8;45;0,111;0,73;1;1;0;0;136;5;9;2;0;0
adenhni01;2009;1;LAA;AL;0;0;1;1;0;0;0;18;7;0;0;3;5;0,292;0,00;0;1;0;0;27;0;0;0;0;1
affelje01;2009;1;SFN;NL;2;2;74;0;0;0;0;187;42;12;3;31;55;0,197;1,73;3;5;3;0;248;8;14;0;1;18
albaljo01;2009;1;NYA;AL;5;1;32;0;0;0;0;103;41;20;6;16;21;0,306;5,24;2;0;3;0;158;5;23;1;4;3
alberma01;2009;1;BAL;AL;3;6;56;0;0;0;0;201;80;41;3;36;49;0,303;5,51;3;3;2;0;309;13;43;5;2;8
anderbr04;2009;1;OAK;AL;11;11;30;30;1;1;0;526;180;79;20;45;150;0,265;4,06;1;0;3;1;735;0;94;4;4;24
aquingr01;2009;1;CLE;AL;1;2;10;0;0;0;0;48;13;8;1;15;11;0,228;4,50;3;3;0;0;74;3;8;0;2;1
ariasal02;2009;1;HOU;NL;2;1;42;0;0;0;0;137;49;17;1;19;39;0,272;3,35;4;5;6;0;209;12;21;3;1;7
arredjo01;2009;1;LAA;AL;2;3;43;0;0;0;0;135;47;30;6;23;47;0,269;6,00;2;5;0;1;202;15;30;3;1;4
arroybr01;2009;1;CIN;NL;15;13;33;33;3;2;0;661;214;94;31;65;127;0,256;3,84;6;1;9;0;923;0;101;9;5;24
ascanjo01;2009;1;CHN;NL;0;1;14;0;0;0;0;46;18;6;1;9;18;0,295;3,52;2;1;2;0;73;4;6;1;0;0
ascanjo01;2009;2;PIT;NL;0;1;2;0;0;0;0;8;4;2;0;0;2;0,444;6,75;0;0;1;0;13;1;2;1;2;0
atkinmi01;2009;1;CHN;NL;0;0;2;0;0;0;0;6;1;0;0;0;0;0,143;0,00;0;0;0;0;7;1;0;0;0;1
augenbr01;2009;1;ARI;NL;0;1;7;2;0;0;0;51;23;15;2;6;6;0,333;7,94;2;0;2;0;81;2;16;2;2;2
axforjo01;2009;1;MIL;NL;0;0;7;0;0;0;1;23;5;3;0;6;9;0,179;3,52;1;1;0;0;34;6;3;0;0;0
ayalalu01;2009;1;MIN;AL;1;2;28;0;0;0;0;97;38;15;4;8;21;0,306;4,18;0;0;3;0;138;11;18;1;2;7
