id_jogador;id_ano;ordem_equipes;id_equipe;id_liga;jogos_ganhados;jogos_perdidos;jogos_disputados;jogos_iniciados;jogos_completos;shutouts;jogos_salvos;IPouts;hits;corridas_merecidas;homerun;BB;strikeout;media_rebatida_oponente;media_corridas_merecidas;IBB;lances_desviados;HBP;BK;BFP;jogos_terminados;corridas;toques_sacrificio;fly_sacrificio;eliminacao_dupla
aasedo01;1985;1;BAL;AL;10;6;54;0;0;0;14;264;83;37;6;35;67;0,258;3,78;7;0;1;1;366;43;44;5;3;13
abregjo01;1985;1;CHN;NL;1;1;6;5;0;0;0;72;32;17;3;12;13;0,352;6,38;1;0;0;0;109;0;18;5;1;3
ackerji01;1985;1;TOR;AL;7;2;61;0;0;0;10;259;86;31;7;43;42;0,268;3,23;1;2;3;0;370;26;35;1;2;16
agostju01;1985;1;CHA;AL;4;3;54;0;0;0;1;181;45;24;3;23;39;0,210;3,58;1;0;3;0;246;21;27;3;3;4
aguilri01;1985;1;NYN;NL;10;7;21;19;2;0;0;367;118;44;8;37;74;0,258;3,24;2;5;2;2;507;1;49;7;4;8
alexado01;1985;1;TOR;AL;17;10;36;36;6;1;0;782;268;100;28;67;142;0,266;3,45;0;9;6;0;1090;0;105;6;3;15
allenne01;1985;1;SLN;NL;1;4;23;1;0;0;2;87;32;18;3;17;10;0,283;5,59;6;1;1;1;135;13;22;1;3;3
allenne01;1985;2;NYA;AL;1;0;17;0;0;0;1;88;26;9;1;13;16;0,234;2,76;0;2;0;0;124;10;9;0;0;3
anderla02;1985;1;PHI;NL;3;3;57;0;0;0;3;219;78;35;5;26;50;0,274;4,32;4;1;3;1;318;19;41;3;1;4
andujjo01;1985;1;SLN;NL;21;12;38;38;10;2;0;809;265;102;15;82;112;0,260;3,40;12;2;11;0;1127;0;113;11;4;32
armstmi01;1985;1;NYA;AL;0;0;9;0;0;0;0;44;9;5;4;2;11;0,173;3,07;0;1;0;0;54;8;5;0;0;1
atherke01;1985;1;OAK;AL;4;7;56;0;0;0;3;314;89;50;17;42;77;0,231;4,30;8;2;0;0;435;21;51;3;4;4
bairdo01;1985;1;DET;AL;2;0;21;3;0;0;0;147;54;34;3;25;30;0,281;6,24;5;6;1;1;224;4;38;2;4;4
bairdo01;1985;2;SLN;NL;0;0;2;0;0;0;0;6;1;0;0;2;0;0,167;0,00;0;0;0;0;8;1;0;0;0;1
balleja01;1985;1;CHN;NL;2;3;20;4;0;0;1;156;52;20;8;17;31;0,260;3,46;7;2;1;0;223;4;21;4;1;2
bannifl01;1985;1;CHA;AL;10;14;34;34;4;1;0;632;211;114;30;100;198;0,262;4,87;5;11;4;0;928;0;121;9;8;20
barkele01;1985;1;ATL;NL;2;9;20;18;0;0;0;221;84;52;10;37;47;0,288;6,35;1;3;1;0;335;1;55;4;1;4
barklje01;1985;1;CLE;AL;0;3;21;0;0;0;1;123;37;24;5;15;30;0,243;5,27;3;2;0;1;174;6;26;5;2;3
barojsa01;1985;1;SEA;AL;0;5;17;4;0;0;0;158;65;35;6;33;27;0,305;5,98;5;6;0;0;250;3;40;2;2;2
beardda01;1985;1;CHN;NL;0;0;9;0;0;0;0;38;16;9;2;7;4;0,314;6,39;2;0;0;0;59;5;9;1;0;2
beattji01;1985;1;SEA;AL;5;6;18;15;1;1;0;211;93;57;9;33;45;0,316;7,29;0;2;3;0;335;1;61;0;5;5
beckwjo01;1985;1;KCA;AL;1;5;49;0;0;0;1;285;99;43;9;32;80;0,269;4,07;8;6;3;0;410;21;45;4;3;7
bedrost01;1985;1;ATL;NL;7;15;37;37;0;0;0;620;198;88;17;111;134;0,254;3,83;6;6;5;0;907;0;101;6;7;17
behenri01;1985;1;CLE;AL;0;2;4;4;0;0;0;59;29;17;3;8;4;0,354;7,78;0;1;0;0;91;0;17;0;1;1
beller01;1985;1;BAL;AL;0;0;4;0;0;0;0;17;4;3;1;4;4;0,200;4,76;0;0;0;0;24;3;3;0;0;1
berenbr01;1985;1;NYN;NL;1;0;3;3;0;0;0;41;8;4;0;10;10;0,170;2,63;0;3;1;0;58;0;6;0;0;3
berenju01;1985;1;DET;AL;5;6;31;13;0;0;0;285;96;59;12;48;82;0,259;5,59;3;4;1;1;424;9;67;1;4;2
bestka01;1985;1;SEA;AL;2;1;15;0;0;0;4;97;25;7;1;6;32;0,207;1,95;0;0;1;0;128;7;9;0;0;1
bielemi01;1985;1;PIT;NL;2;3;12;7;0;0;0;137;45;23;5;31;22;0,257;4,53;1;1;1;1;211;1;26;4;0;1
birtsti01;1985;1;OAK;AL;10;6;29;25;2;0;0;424;124;63;18;91;94;0,238;4,01;0;6;3;0;624;4;72;4;5;14
blackbu02;1985;1;KCA;AL;10;15;33;33;5;2;0;617;216;99;17;59;122;0,268;4,33;4;9;8;1;885;0;111;8;4;13
bluevi01;1985;1;SFN;NL;8;8;33;20;1;0;0;393;115;65;17;80;103;0,240;4,47;1;8;1;2;574;5;70;11;3;7
blylebe01;1985;1;CLE;AL;9;11;23;23;15;4;0;539;163;65;14;49;129;0,240;3,26;1;1;7;1;743;0;76;4;4;11
blylebe01;1985;2;MIN;AL;8;5;14;14;9;1;0;342;101;38;9;26;77;0,237;3,00;0;3;2;0;460;0;45;1;4;10
boddimi01;1985;1;BAL;AL;12;17;32;32;9;2;0;610;227;92;13;89;135;0,286;4,07;7;5;5;0;899;0;104;9;2;27
boevejo01;1985;1;SLN;NL;0;0;13;0;0;0;0;49;17;8;3;4;20;0,270;4,41;1;1;0;0;69;5;8;1;1;2
boggsto01;1985;1;TEX;AL;0;0;4;0;0;0;0;21;13;9;3;2;6;0,382;11,57;0;0;0;0;36;0;9;0;0;1
bookegr01;1985;1;SDN;NL;0;1;17;0;0;0;0;67;20;17;3;17;7;0,247;6,85;2;5;1;0;102;9;17;1;2;2
bordiri01;1985;1;NYA;AL;6;8;51;3;0;0;2;294;95;35;5;29;64;0,253;3,21;4;1;1;0;415;16;41;6;3;5
botelde01;1985;1;CHN;NL;1;3;11;7;1;0;0;132;52;26;8;23;23;0,299;5,32;1;2;2;0;203;0;27;4;0;1
boydoi01;1985;1;BOS;AL;15;13;35;35;13;3;0;817;273;112;26;67;154;0,261;3,70;3;1;4;1;1132;0;117;9;7;16
brennto01;1985;1;LAN;NL;1;3;12;4;0;0;0;95;41;26;2;11;17;0,333;7,39;4;0;0;3;144;2;26;5;5;1
brownma02;1985;1;MIN;AL;0;0;6;0;0;0;0;47;21;12;1;7;5;0,333;6,89;0;0;0;0;73;4;13;0;3;2
brownmi01;1985;1;BOS;AL;0;0;2;1;0;0;0;10;9;8;0;3;3;0,500;21,60;0;0;0;1;22;0;8;0;1;0
brownto05;1985;1;CIN;NL;20;9;38;38;6;4;0;784;242;103;29;73;155;0,245;3,55;8;2;3;0;1083;0;111;13;7;18
brusswa01;1985;1;CHN;NL;4;3;51;0;0;0;4;223;87;50;8;36;34;0,292;6,05;11;3;3;0;346;20;55;4;5;5
buchabo01;1985;1;CIN;NL;1;0;14;0;0;0;0;48;25;15;4;9;3;0,368;8,44;1;1;0;0;77;3;15;0;0;2
burketi01;1985;1;MON;NL;9;4;78;0;0;0;8;361;86;32;9;44;87;0,204;2,39;14;7;7;0;483;31;32;8;3;11
burnsbr01;1985;1;CHA;AL;18;11;36;34;8;4;0;681;206;100;26;79;172;0,242;3,96;1;2;2;0;944;1;105;6;5;20
burrira01;1985;1;ML4;AL;9;13;29;28;6;0;0;511;182;91;25;53;81;0,272;4,81;0;7;3;0;738;0;95;6;6;9
burttde01;1985;1;MIN;AL;2;2;5;2;0;0;0;85;20;12;2;7;9;0,200;3,81;0;1;0;1;109;1;13;1;1;2
butchjo01;1985;1;MIN;AL;11;14;34;33;8;2;0;623;239;115;24;43;92;0,289;4,98;4;5;6;1;893;0;125;6;10;15
