id_jogador;id_ano;ordem_equipes;id_equipe;id_liga;jogos_ganhados;jogos_perdidos;jogos_disputados;jogos_iniciados;jogos_completos;shutouts;jogos_salvos;IPouts;hits;corridas_merecidas;homerun;BB;strikeout;media_rebatida_oponente;media_corridas_merecidas;IBB;lances_desviados;HBP;BK;BFP;jogos_terminados;corridas;toques_sacrificio;fly_sacrificio;eliminacao_dupla
aardsda01;2004;1;SFN;NL;1;0;11;0;0;0;0;32;20;8;1;10;5;0,417;6,75;0;0;2;0;61;5;8;0;1;1
abbotpa01;2004;1;TBA;AL;2;5;10;9;0;0;0;141;49;35;8;27;25;0,257;6,70;0;3;3;0;222;0;39;0;1;0
abbotpa01;2004;2;PHI;NL;1;6;10;10;0;0;0;147;57;34;14;31;21;0,291;6,24;1;3;1;0;229;0;37;1;0;3
acevejo01;2004;1;CIN;NL;5;12;39;27;0;0;0;473;188;104;30;45;117;0,292;5,94;8;3;5;1;704;3;108;3;7;10
adamsmi03;2004;1;MIL;NL;2;3;46;0;0;0;0;159;50;20;5;14;39;0,248;3,40;2;2;2;0;225;13;21;5;2;3
adamste01;2004;1;TOR;AL;4;4;42;0;0;0;3;129;49;19;4;22;35;0,290;3,98;2;6;1;0;197;20;20;3;2;6
adamste01;2004;2;BOS;AL;2;0;19;0;0;0;0;81;35;18;6;6;21;0,321;6,00;1;2;1;0;119;1;19;0;3;2
adkinjo01;2004;1;CHA;AL;2;3;50;0;0;0;0;186;75;32;13;20;44;0,305;4,65;3;1;1;0;271;19;35;3;1;10
affelje01;2004;1;KCA;AL;3;4;38;8;0;0;13;229;91;42;6;32;49;0,302;4,95;2;4;3;3;344;26;49;4;4;10
ainswku01;2004;1;BAL;AL;0;1;7;7;0;0;0;92;39;33;6;20;20;0,320;9,68;0;4;5;0;151;0;34;2;2;4
alfonan01;2004;1;ATL;NL;6;4;79;0;0;0;0;221;71;21;5;28;45;0,255;2,57;5;5;0;0;313;11;24;6;1;11
almanar01;2004;1;ATL;NL;1;1;13;0;0;0;0;35;9;8;3;7;13;0,200;6,17;2;0;1;1;54;5;8;0;1;0
almanca01;2004;1;TEX;AL;7;3;67;0;0;0;0;218;66;30;8;19;44;0,244;3,72;4;1;4;0;298;18;32;2;3;8
alvarab01;2004;1;BOS;AL;0;1;1;1;0;0;0;15;8;5;2;5;2;0,400;9,00;0;0;0;0;25;0;5;0;0;0
alvarwi01;2004;1;LAN;NL;7;6;40;15;0;0;1;362;109;54;12;31;102;0,244;4,03;2;1;5;0;499;6;56;11;5;7
anderbr02;2004;1;KCA;AL;6;12;35;26;2;1;0;498;217;104;33;53;70;0,320;5,64;4;2;1;0;745;2;123;5;7;22
anderja01;2004;1;CLE;AL;0;0;1;0;0;0;0;3;1;5;1;4;1;0,250;45,00;1;0;0;0;8;0;5;0;0;0
