id_jogador;id_ano;ordem_equipes;id_equipe;id_liga;jogos_ganhados;jogos_perdidos;jogos_disputados;jogos_iniciados;jogos_completos;shutouts;jogos_salvos;IPouts;hits;corridas_merecidas;homerun;BB;strikeout;media_rebatida_oponente;media_corridas_merecidas;IBB;lances_desviados;HBP;BK;BFP;jogos_terminados;corridas;toques_sacrificio;fly_sacrificio;eliminacao_dupla
aceveju01;1997;1;NYN;NL;3;1;25;2;0;0;0;143;52;19;6;22;33;0,286;3,59;2;0;4;1;215;4;24;2;5;3
acrema01;1997;1;OAK;AL;2;0;15;0;0;0;0;47;21;10;1;8;12;0,318;5,74;0;0;0;0;75;5;10;0;1;1
adamsjo02;1997;1;ML4;AL;5;3;30;6;0;0;0;229;78;30;13;19;56;0,265;3,54;0;0;5;1;324;3;36;4;2;7
adamste01;1997;1;CHN;NL;2;9;74;0;0;0;18;222;91;38;3;40;64;0,306;4,62;6;6;1;0;341;39;43;1;2;9
adamswi02;1997;1;OAK;AL;3;5;13;12;0;0;0;175;73;53;9;32;37;0,307;8,18;2;2;4;0;282;0;53;3;5;2
aguilri01;1997;1;MIN;AL;5;4;61;0;0;0;26;205;65;29;9;22;68;0,257;3,82;3;3;2;0;285;57;29;5;3;5
alberjo01;1997;1;TEX;AL;0;3;10;4;0;0;0;85;37;25;4;17;11;0,303;7,94;1;3;1;0;143;2;33;2;1;2
aldresc01;1997;1;MIN;AL;2;10;17;15;0;0;0;232;102;66;20;28;33;0,323;7,68;2;7;3;0;350;0;66;2;1;12
alfonan01;1997;1;FLO;NL;1;3;17;0;0;0;0;77;36;14;3;10;19;0,324;4,91;3;1;1;0;123;2;16;1;0;1
almanca01;1997;1;TOR;AL;0;1;4;0;0;0;0;10;1;1;1;1;4;0,091;2,70;0;0;0;0;12;2;1;0;0;0
alvarwi01;1997;1;CHA;AL;9;8;22;22;2;1;0;437;126;49;9;55;110;0,232;3,03;1;4;3;0;613;0;61;6;5;10
alvarwi01;1997;2;SFN;NL;4;3;11;11;0;0;0;199;54;33;9;36;69;0,224;4,48;3;1;1;1;283;0;36;4;1;5
anderbr02;1997;1;CLE;AL;4;2;8;8;0;0;0;144;55;25;7;11;22;0,301;4,69;0;1;0;0;199;0;28;0;5;4
andujlu01;1997;1;TOR;AL;0;6;17;8;0;0;0;150;76;36;9;21;28;0,352;6,48;1;2;0;0;244;5;45;3;4;5
appieke01;1997;1;KCA;AL;9;13;34;34;4;1;0;707;215;89;24;74;196;0,243;3,40;2;14;4;1;972;0;96;4;4;19
arochre01;1997;1;SFN;NL;0;0;6;0;0;0;0;31;17;13;2;5;7;0,370;11,32;2;0;1;0;54;2;14;1;1;0
ashbyan01;1997;1;SDN;NL;9;11;30;30;2;0;0;602;207;92;17;49;144;0,266;4,13;2;3;5;0;851;0;108;13;6;11
assenpa01;1997;1;CLE;AL;5;0;75;0;0;0;4;147;43;16;5;15;53;0,231;2,94;5;4;1;0;205;20;17;1;2;0
astacpe01;1997;1;LAN;NL;7;9;26;24;2;1;0;461;151;70;15;47;115;0,256;4,10;0;4;4;3;654;2;75;9;5;11
astacpe01;1997;2;COL;NL;5;1;7;7;0;0;0;146;49;23;9;14;51;0,262;4,25;0;2;5;0;208;0;23;0;2;7
averyst01;1997;1;BOS;AL;6;7;22;18;0;0;0;290;127;69;15;49;51;0,320;6,42;0;4;2;0;453;1;76;1;4;14
ayalabo01;1997;1;SEA;AL;10;5;71;0;0;0;8;290;91;41;14;41;92;0,260;3,82;3;6;3;0;403;33;45;3;6;13
aybarma01;1997;1;SLN;NL;2;4;12;12;0;0;0;204;66;32;8;29;41;0,263;4,24;0;1;4;1;295;0;33;7;4;6
baileco01;1997;1;SFN;NL;0;1;7;0;0;0;0;29;15;9;1;4;5;0,375;8,38;0;0;0;0;45;4;9;0;1;2
bailero01;1997;1;COL;NL;9;10;29;29;5;2;0;573;210;91;27;70;84;0,283;4,29;2;4;13;0;835;0;103;7;4;27
bailesc01;1997;1;TEX;AL;1;0;24;0;0;0;0;66;18;7;2;10;14;0,231;2,86;2;0;0;0;91;7;9;2;1;4
baldwja01;1997;1;CHA;AL;12;15;32;32;1;0;0;600;205;117;19;83;140;0,262;5,27;3;14;5;3;879;0;128;3;6;9
bankswi01;1997;1;NYA;AL;3;0;5;1;0;0;0;42;9;3;0;6;8;0,188;1,93;0;0;1;0;57;1;3;2;0;3
barrima01;1997;1;HOU;NL;0;0;2;0;0;0;0;9;6;4;0;3;3;0,400;12,00;0;0;0;0;18;0;4;0;0;0
batchri01;1997;1;SLN;NL;1;1;10;0;0;0;0;48;21;8;0;7;8;0,323;4,50;1;0;2;1;76;3;12;2;0;3
batchri01;1997;2;SDN;NL;2;0;13;0;0;0;0;38;19;11;2;7;10;0,358;7,82;1;1;1;0;62;5;11;1;0;3
batismi01;1997;1;CHN;NL;0;5;11;6;0;0;0;109;36;23;4;24;27;0,267;5,70;2;2;1;0;168;2;24;4;4;2
bautijo01;1997;1;DET;AL;2;2;21;0;0;0;0;121;55;30;6;12;19;0,324;6,69;3;1;2;1;185;4;32;1;0;3
