id_jogador;id_ano;ordem_equipes;id_equipe;id_liga;jogos_ganhados;jogos_perdidos;jogos_disputados;jogos_iniciados;jogos_completos;shutouts;jogos_salvos;IPouts;hits;corridas_merecidas;homerun;BB;strikeout;media_rebatida_oponente;media_corridas_merecidas;IBB;lances_desviados;HBP;BK;BFP;jogos_terminados;corridas;toques_sacrificio;fly_sacrificio;eliminacao_dupla
abbotji01;1993;1;NYA;AL;11;14;32;32;4;1;0;642;221;104;22;73;95;0,271;4,37;4;9;3;0;906;0;115;12;4;29
abbotpa01;1993;1;CLE;AL;0;1;5;5;0;0;0;55;19;13;5;11;7;0,260;6,38;1;1;0;0;84;0;15;0;0;1
agostju01;1993;1;HOU;NL;0;0;6;0;0;0;0;18;8;4;1;0;3;0,308;6,00;0;0;0;1;26;3;4;0;0;0
aguilri01;1993;1;MIN;AL;4;3;65;0;0;0;34;217;60;25;9;14;59;0,223;3,11;3;1;1;0;287;61;25;2;1;5
aldresc01;1993;1;COL;NL;0;0;5;0;0;0;0;20;10;8;1;9;5;0,357;10,80;1;1;1;0;40;1;10;2;0;1
aldresc01;1993;2;MON;NL;1;0;3;0;0;0;0;16;9;4;1;1;4;0,375;6,75;0;1;0;0;25;1;4;0;0;0
alvarwi01;1993;1;CHA;AL;15;8;31;31;1;1;0;623;168;68;14;122;155;0,230;2,95;8;2;7;1;877;0;78;13;6;24
anderbr02;1993;1;CAL;AL;0;0;4;1;0;0;0;34;11;5;1;2;4;0,256;3,97;0;0;0;0;45;3;5;0;0;2
anderla02;1993;1;PHI;NL;3;2;64;0;0;0;0;185;54;20;4;21;67;0,233;2,92;2;2;1;1;256;13;22;2;0;5
andermi02;1993;1;CIN;NL;0;0;3;0;0;0;0;16;12;11;3;3;4;0,444;18,56;0;0;0;0;30;0;11;0;0;1
appieke01;1993;1;KCA;AL;18;8;34;34;5;1;0;716;183;68;8;81;186;0,212;2,56;3;5;1;0;953;0;74;3;5;18
aquinlu01;1993;1;FLO;NL;6;8;38;13;0;0;0;332;115;42;6;40;67;0,276;3,42;1;4;5;0;471;5;43;7;2;11
armstja01;1993;1;FLO;NL;9;17;36;33;0;0;0;589;210;98;29;78;118;0,271;4,49;6;7;7;2;879;2;105;8;10;9
arochre01;1993;1;SLN;NL;11;8;32;29;1;0;0;564;197;79;20;31;96;0,271;3,78;2;3;3;1;774;0;89;8;5;21
ashbyan01;1993;1;COL;NL;0;4;20;9;0;0;1;162;89;51;5;32;33;0,377;8,50;4;2;3;3;277;3;54;3;3;7
ashbyan01;1993;2;SDN;NL;3;6;12;12;0;0;0;207;79;42;14;24;44;0,295;5,48;1;4;1;0;300;0;46;3;4;12
assenpa01;1993;1;CHN;NL;2;1;46;0;0;0;0;116;44;15;5;13;34;0,288;3,49;3;0;0;0;166;15;15;0;0;5
assenpa01;1993;2;NYA;AL;2;2;26;0;0;0;0;52;10;6;0;9;11;0,175;3,12;3;0;1;0;71;6;6;4;0;3
astacpe01;1993;1;LAN;NL;14;9;31;31;3;2;0;559;165;74;14;68;122;0,239;3,57;5;8;5;9;777;0;80;7;8;18
austiji02;1993;1;ML4;AL;1;2;31;0;0;0;0;99;28;14;3;13;15;0,230;3,82;1;4;1;0;137;8;15;1;0;2
averyst01;1993;1;ATL;NL;18;6;35;35;3;1;0;670;216;73;14;43;125;0,261;2,94;5;3;0;1;891;0;81;12;8;26
ayalabo01;1993;1;CIN;NL;7;10;43;9;0;0;3;294;106;61;16;45;65;0,274;5,60;4;5;7;0;450;8;72;9;2;6
ayraubo01;1993;1;PHI;NL;2;0;10;0;0;0;0;31;18;11;1;10;8;0,375;9,58;1;1;1;0;59;3;11;0;0;1
ayraubo01;1993;2;SEA;AL;1;1;14;0;0;0;0;59;18;7;1;6;7;0,254;3,20;1;0;0;0;80;6;8;1;2;2
baileco01;1993;1;BOS;AL;0;1;11;0;0;0;0;47;12;6;0;12;11;0,231;3,45;3;2;0;1;66;5;7;1;1;3
ballaje01;1993;1;PIT;NL;4;1;25;5;0;0;0;161;70;29;3;15;16;0,332;4,86;3;2;2;0;234;4;31;5;1;13
bankhsc01;1993;1;BOS;AL;2;1;40;0;0;0;0;193;59;25;7;29;47;0,250;3,50;3;1;0;0;272;4;28;3;4;7
bankswi01;1993;1;MIN;AL;11;12;31;30;0;0;0;514;186;77;17;78;138;0,280;4,04;2;9;3;5;754;1;91;4;4;19
barnebr01;1993;1;MON;NL;2;6;52;8;0;0;3;300;105;49;9;48;60;0,274;4,41;2;5;0;1;442;8;53;8;3;7
batchri01;1993;1;SLN;NL;0;0;9;0;0;0;0;30;14;9;1;3;4;0,359;8,10;1;0;0;0;45;2;12;1;2;1
bautijo01;1993;1;CHN;NL;10;3;58;7;1;0;2;335;105;35;11;27;63;0,250;2,82;3;4;5;1;459;14;38;4;3;7
beckro01;1993;1;SFN;NL;3;1;76;0;0;0;48;238;57;19;11;13;86;0,201;2,16;4;4;3;0;309;71;20;6;3;4
bedrost01;1993;1;ATL;NL;5;2;49;0;0;0;0;149;34;9;4;14;33;0,194;1,63;2;5;2;1;198;12;11;3;4;1
belchti01;1993;1;CIN;NL;9;6;22;22;4;2;0;411;134;68;11;47;101;0,254;4,47;4;6;7;0;590;0;72;6;3;8
belchti01;1993;2;CHA;AL;3;5;12;11;1;1;0;215;64;35;8;27;34;0,242;4,40;0;0;1;0;296;0;36;2;1;7
belinst01;1993;1;PIT;NL;3;1;40;0;0;0;19;127;35;17;4;11;30;0,224;3,61;4;0;1;0;171;37;18;1;2;3
belinst01;1993;2;KCA;AL;1;1;23;0;0;0;0;82;30;13;2;6;25;0,280;4,28;0;2;1;0;116;7;13;2;0;2
beller01;1993;1;HOU;NL;0;1;10;0;0;0;0;22;10;5;0;2;2;0,313;6,14;0;0;0;0;34;2;5;0;0;0
benesan01;1993;1;SDN;NL;15;15;34;34;4;2;0;692;200;97;23;86;179;0,232;3,78;7;14;4;2;968;0;111;10;6;15
bereja01;1993;1;CHA;AL;12;5;24;24;1;0;0;428;109;55;12;81;129;0,210;3,47;0;8;5;0;610;0;60;4;2;9
bergmse01;1993;1;DET;AL;1;4;9;6;1;0;0;119;47;25;6;23;19;0,294;5,67;3;3;1;1;189;1;29;3;2;4
bielemi01;1993;1;CLE;AL;4;5;13;13;0;0;0;206;90;45;8;23;38;0,310;5,90;3;1;2;0;317;0;47;0;2;5
blackbu02;1993;1;SFN;NL;8;2;16;16;0;0;0;281;89;37;13;33;45;0,256;3,56;2;0;2;4;394;0;44;8;4;10
blairwi01;1993;1;COL;NL;6;10;46;18;1;0;0;438;184;77;20;42;84;0,306;4,75;4;6;3;1;664;5;90;10;8;8
boddimi01;1993;1;ML4;AL;3;5;10;10;1;0;0;162;77;34;6;15;24;0,338;5,67;1;0;4;0;249;0;35;1;1;4
boevejo01;1993;1;OAK;AL;4;2;42;0;0;0;0;238;87;34;8;33;49;0,280;3,86;4;1;4;0;353;19;40;2;3;8
boevejo01;1993;2;DET;AL;2;1;19;0;0;0;3;69;14;7;1;11;14;0,179;2,74;3;0;0;0;96;3;10;3;4;0
bohanbr01;1993;1;TEX;AL;4;4;36;8;0;0;0;278;107;49;8;46;45;0,296;4,76;3;10;4;0;418;4;54;2;5;12
boltoro01;1993;1;CHA;AL;2;6;9;8;0;0;0;127;55;35;4;16;17;0,314;7,44;0;4;1;0;197;0;40;1;4;3
boltoto01;1993;1;DET;AL;6;6;43;8;0;0;0;308;113;51;5;45;66;0,282;4,47;10;5;7;1;462;9;57;7;2;10
bonesri01;1993;1;ML4;AL;11;11;32;31;3;0;0;611;222;110;28;63;63;0,278;4,86;3;6;8;1;883;1;122;5;7;16
borbope02;1993;1;ATL;NL;0;0;3;0;0;0;0;5;3;4;0;3;2;0,429;21,60;0;0;0;0;11;0;4;1;0;0
bosioch01;1993;1;SEA;AL;9;9;29;24;3;1;1;493;138;63;14;59;119;0,229;3,45;3;5;6;0;678;2;75;7;4;13
boskish01;1993;1;CHN;NL;5;3;39;2;0;0;0;197;63;25;7;21;39;0,258;3,43;2;5;7;0;277;10;30;4;1;12
botteke01;1993;1;MON;NL;2;5;23;11;0;0;0;249;93;38;11;33;33;0,288;4,12;2;4;5;1;373;2;49;11;1;11
botteke01;1993;2;COL;NL;3;5;14;14;1;0;0;230;86;52;13;38;30;0,302;6,10;1;0;1;0;337;0;53;10;3;4
bouchde01;1993;1;MON;NL;3;1;5;5;0;0;0;85;24;6;1;3;14;0,229;1,91;1;0;0;2;111;0;7;0;3;1
bowenry01;1993;1;FLO;NL;8;12;27;27;2;1;0;470;156;77;11;87;98;0,263;4,42;7;10;3;4;693;0;83;5;4;15
brantje01;1993;1;SFN;NL;5;6;53;12;0;0;0;341;112;54;19;46;76;0,259;4,28;2;3;7;4;496;9;60;5;5;5
brennwi01;1993;1;CHN;NL;2;1;8;1;0;0;0;45;16;7;2;8;11;0,291;4,20;1;0;1;0;65;0;8;0;1;2
brewebi01;1993;1;KCA;AL;2;2;46;0;0;0;0;117;31;15;6;20;28;0,230;3,46;4;2;0;1;157;14;16;1;1;7
brewero01;1993;1;SLN;NL;0;0;1;0;0;0;0;3;3;5;1;2;1;0,500;45,00;0;0;0;0;8;1;5;0;0;0
brinkbr01;1993;1;PHI;NL;0;0;2;0;0;0;0;18;3;2;1;3;8;0,143;3,00;0;1;0;0;24;1;2;0;0;0
briscjo01;1993;1;OAK;AL;1;0;17;0;0;0;0;74;26;22;2;26;24;0,277;8,03;3;5;0;0;122;6;25;0;2;3
brocado01;1993;1;SDN;NL;4;13;24;24;0;0;0;385;143;65;16;42;70;0,283;4,56;4;4;4;1;571;0;75;10;8;5
bronkje01;1993;1;TEX;AL;1;1;21;0;0;0;1;108;39;16;4;11;18;0,285;4,00;4;2;1;0;152;6;20;1;2;7
brosste01;1993;1;SFN;NL;0;0;2;0;0;0;0;6;3;2;1;1;1;0,333;9,00;0;0;0;0;10;1;2;0;0;0
brownke01;1993;1;TEX;AL;15;12;34;34;12;3;0;699;228;93;14;74;142;0,252;3,59;5;8;15;1;1001;0;105;5;3;15
brownto05;1993;1;CIN;NL;7;7;21;20;0;0;0;342;159;60;15;20;53;0,333;4,74;2;1;1;1;505;0;61;4;2;9
browsc01;1993;1;TOR;AL;1;1;6;3;0;0;0;54;19;12;2;10;7;0,275;6,00;1;0;1;0;83;1;15;1;2;2
