id_jogador;id_ano;ordem_equipes;id_equipe;id_liga;jogos_ganhados;jogos_perdidos;jogos_disputados;jogos_iniciados;jogos_completos;shutouts;jogos_salvos;IPouts;hits;corridas_merecidas;homerun;BB;strikeout;media_rebatida_oponente;media_corridas_merecidas;IBB;lances_desviados;HBP;BK;BFP;jogos_terminados;corridas;toques_sacrificio;fly_sacrificio;eliminacao_dupla
adamja01;2018;1;KCA;AL;0;3;31;0;0;0;0;97;30;22;9;15;37;0,246;6,12;1;4;3;1;142;14;22;0;2;1
adamsau02;2018;1;WAS;NL;0;0;2;0;0;0;0;3;1;0;0;3;0;0,250;0,00;0;0;0;0;7;0;0;0;0;0
adamsch01;2018;1;NYA;AL;0;1;3;1;0;0;0;23;8;6;3;4;4;0,267;7,04;0;0;0;0;34;1;7;0;0;2
alberma01;2018;1;MIL;NL;3;3;34;0;0;0;1;103;45;28;10;12;32;0,321;7,34;2;1;2;0;157;10;29;0;3;6
alcansa01;2018;1;MIA;NL;2;3;6;6;0;0;0;102;25;13;3;23;30;0,214;3,44;0;0;2;0;146;0;13;2;2;2
alcanvi01;2018;1;DET;AL;1;1;27;0;0;0;0;90;25;8;5;6;21;0,223;2,40;0;2;0;0;119;8;8;0;1;1
alexasc01;2018;1;LAN;NL;2;1;73;1;0;0;3;198;57;27;4;27;56;0,239;3,68;2;2;2;0;268;8;28;1;0;15
allarko01;2018;1;ATL;NL;1;1;3;1;0;0;0;24;19;11;3;4;3;0,463;12,38;0;0;1;1;47;0;12;1;0;1
allenco01;2018;1;CLE;AL;4;6;70;0;0;0;27;201;58;35;11;33;80;0,231;4,70;2;3;4;0;289;45;35;1;0;5
almonmi01;2018;1;LAA;AL;0;0;8;0;0;0;0;21;9;8;1;3;7;0,300;10,29;0;1;1;0;34;4;8;0;0;0
almonye01;2018;1;COL;NL;0;0;14;0;0;0;0;44;15;3;1;4;14;0,273;1,84;0;1;0;0;60;3;5;0;1;4
altavda01;2018;1;SEA;AL;3;2;22;0;0;0;0;62;11;6;2;15;23;0,162;2,61;0;4;2;0;85;3;7;0;0;3
alvarjo02;2018;1;LAA;AL;6;4;76;0;0;0;1;189;51;19;3;22;59;0,217;2,71;2;1;2;0;261;5;20;2;0;6
alvarjo03;2018;1;TBA;AL;1;6;70;0;0;0;8;192;42;17;1;29;80;0,183;2,39;4;2;1;0;263;17;21;2;2;3
anderbr04;2018;1;OAK;AL;4;5;17;17;0;0;0;241;90;40;10;13;47;0,285;4,48;0;3;2;0;333;0;42;2;0;9
anderch01;2018;1;MIL;NL;9;8;30;30;0;0;0;474;131;69;30;57;128;0,228;3,93;0;1;7;0;644;0;71;4;1;13
anderdr02;2018;1;PHI;NL;0;1;5;1;0;0;0;38;17;7;0;2;11;0,309;4,97;0;0;2;0;59;1;7;0;0;1
anderju01;2018;1;LAA;AL;3;3;57;0;0;0;4;166;42;25;3;40;67;0,214;4,07;3;9;4;1;241;10;25;0;0;9
anderta01;2018;1;PIT;NL;1;0;6;0;0;0;0;34;15;8;1;8;6;0,333;6,35;2;2;1;0;56;1;10;2;0;3
anderty01;2018;1;COL;NL;7;9;32;32;0;0;0;528;165;89;30;59;164;0,248;4,55;1;9;3;2;737;0;94;3;7;13
andrima01;2018;1;TBA;AL;3;4;27;4;0;0;0;179;55;27;7;18;59;0,240;4,07;3;3;2;0;251;6;32;1;1;6
andrima01;2018;2;ARI;NL;0;3;14;1;0;0;0;57;29;19;8;7;19;0,354;9,00;2;0;0;0;89;7;19;0;0;3
aranovi01;2018;1;PHI;NL;1;2;60;0;0;0;3;178;54;18;6;17;60;0,239;2,73;4;1;1;0;246;14;19;0;2;4
araujpe01;2018;1;BAL;AL;1;3;20;0;0;0;0;84;29;24;9;18;29;0,264;7,71;0;1;2;0;130;8;24;0;0;2
archech01;2018;1;TBA;AL;3;5;17;17;0;0;0;288;102;46;11;31;102;0,271;4,31;0;3;4;0;413;0;50;0;1;10
archech01;2018;2;PIT;NL;3;3;10;10;0;0;0;157;53;25;8;18;60;0,262;4,30;3;3;2;0;225;0;27;1;2;4
arciafr01;2018;1;LAA;AL;0;0;2;0;0;0;0;9;5;3;2;0;0;0,385;9,00;0;0;0;0;13;2;3;0;0;1
armstsh01;2018;1;SEA;AL;0;1;14;0;0;0;1;44;9;2;1;3;15;0,184;1,23;1;0;3;0;57;3;2;0;2;0
arrieja01;2018;1;PHI;NL;10;11;31;31;0;0;0;518;165;76;21;57;138;0,254;3,96;0;11;7;1;724;0;93;1;8;22
asheral01;2018;1;MIL;NL;0;0;2;0;0;0;0;9;2;0;0;1;2;0,167;0,00;0;0;0;0;13;1;0;0;0;0
astudwi01;2018;1;MIN;AL;0;0;1;0;0;0;0;3;5;5;2;0;0;0,625;45,00;0;0;0;0;8;1;5;0;0;0
avilaal01;2018;1;ARI;NL;0;0;1;0;0;0;0;6;1;0;0;0;0;0,143;0,00;0;0;0;0;7;1;0;0;0;0
avilalu01;2018;1;CHA;AL;2;1;58;0;0;0;2;119;40;17;2;14;46;0,260;3,86;2;2;2;0;172;7;20;1;1;1
avilalu01;2018;2;PHI;NL;0;0;12;0;0;0;0;17;4;2;1;4;5;0,190;3,18;1;0;0;0;25;1;2;0;0;0
axforjo01;2018;1;TOR;AL;4;1;45;1;0;0;0;153;44;25;6;20;50;0,234;4,41;1;6;2;0;211;11;27;0;1;8
axforjo01;2018;2;LAN;NL;0;0;5;0;0;0;0;11;8;7;0;2;4;0,444;17,18;0;0;1;0;22;1;8;0;1;0
baezpe01;2018;1;LAN;NL;4;3;55;0;0;0;0;169;46;18;4;23;62;0,220;2,88;2;0;1;1;237;8;19;2;2;3
baezsa01;2018;1;DET;AL;0;0;9;0;0;0;0;43;12;8;2;9;10;0,222;5,02;1;1;2;0;66;0;12;0;1;1
baileho02;2018;1;CIN;NL;1;14;20;20;1;0;0;319;141;72;23;33;75;0,313;6,09;9;2;2;1;494;0;82;5;3;4
bandaan01;2018;1;TBA;AL;1;0;3;1;0;0;0;44;12;6;1;3;10;0,235;3,68;0;0;0;0;56;1;6;1;1;2
barbajo01;2018;1;DET;AL;0;0;7;0;0;0;0;20;11;9;3;5;2;0,379;12,15;1;2;1;0;36;4;9;1;0;0
bardlu01;2018;1;LAA;AL;0;0;8;0;0;0;0;35;10;7;4;5;13;0,222;5,40;1;1;3;0;53;3;7;0;0;0
barlosc01;2018;1;KCA;AL;1;1;6;0;0;0;0;45;16;6;2;3;15;0,258;3,60;0;0;0;0;65;3;7;0;0;0
barneda02;2018;1;TOR;AL;3;3;47;0;0;0;0;123;47;26;6;22;38;0,285;5,71;1;0;1;0;191;6;28;0;2;3
barneja01;2018;1;MIL;NL;0;1;49;0;0;0;2;146;51;18;4;23;47;0,266;3,33;2;4;0;0;217;19;24;1;1;5
barnema01;2018;1;BOS;AL;6;4;62;0;0;0;0;185;47;25;5;31;96;0,204;3,65;1;8;2;0;265;8;25;0;2;2
barneto01;2018;1;TEX;AL;2;0;22;0;0;0;0;79;19;7;2;5;26;0,196;2,39;0;0;2;0;104;5;11;0;0;2
barraky01;2018;1;MIA;NL;1;6;61;0;0;0;10;167;40;26;8;34;60;0,197;4,20;3;4;5;0;245;25;27;2;1;4
barreja01;2018;1;ARI;NL;0;1;7;0;0;0;0;21;8;4;1;2;6;0,286;5,14;0;1;0;0;30;5;4;0;0;1
barrija01;2018;1;LAA;AL;10;9;26;26;0;0;0;388;117;49;17;47;98;0,242;3,41;0;3;6;1;537;0;50;0;0;13
bashlty01;2018;1;NYN;NL;0;3;24;0;0;0;0;96;26;15;6;12;25;0,218;4,22;0;1;3;0;135;6;16;1;0;1
bassan01;2018;1;CHN;NL;0;0;16;0;0;0;0;46;18;5;1;3;14;0,305;2,93;0;2;0;0;62;3;6;0;0;2
bassich01;2018;1;OAK;AL;2;3;11;7;0;0;0;143;40;16;4;19;41;0,221;3,02;0;2;4;0;204;0;21;0;0;1
bauertr01;2018;1;CLE;AL;12;6;28;27;0;0;1;526;134;43;9;57;221;0,208;2,21;2;12;9;0;717;1;51;3;3;7
baumabu01;2018;1;SDN;NL;0;1;1;0;0;0;0;1;2;2;0;2;0;0,667;54,00;0;0;0;0;6;0;5;1;0;0
baumabu01;2018;2;NYN;NL;0;1;3;0;0;0;0;9;7;8;1;5;4;0,438;24,00;2;0;0;0;21;1;8;0;0;0
bautige01;2018;1;NYN;NL;0;1;5;0;0;0;0;13;8;6;2;5;3;0,444;12,46;0;1;0;0;25;5;6;0;2;0
beckch02;2018;1;CHA;AL;0;0;14;0;0;0;1;71;24;11;5;11;16;0,270;4,18;0;1;1;0;102;8;11;0;1;1
beckch02;2018;2;NYN;NL;0;0;6;0;0;0;0;31;10;6;3;9;5;0,270;5,23;0;0;0;0;46;1;6;0;0;1
bedroca01;2018;1;LAA;AL;5;4;71;0;0;0;1;192;63;27;7;26;57;0,263;3,80;0;1;2;0;271;7;30;1;1;12
beedety01;2018;1;SFN;NL;0;1;2;2;0;0;0;23;9;7;0;8;9;0,290;8,22;0;0;1;0;40;0;7;0;0;1
beeksja01;2018;1;BOS;AL;0;1;2;1;0;0;0;19;11;9;1;4;5;0,379;12,79;0;0;1;0;34;0;9;0;0;1
beeksja01;2018;2;TBA;AL;5;0;12;0;0;0;0;133;41;22;5;20;37;0,248;4,47;0;0;2;0;189;0;22;1;1;7
belisma01;2018;1;CLE;AL;0;0;8;0;0;0;0;32;9;6;1;1;4;0,220;5,06;0;1;2;0;44;3;6;0;0;0
