id_jogador;id_ano;ordem_equipes;id_equipe;id_liga;jogos_ganhados;jogos_perdidos;jogos_disputados;jogos_iniciados;jogos_completos;shutouts;jogos_salvos;IPouts;hits;corridas_merecidas;homerun;BB;strikeout;media_rebatida_oponente;media_corridas_merecidas;IBB;lances_desviados;HBP;BK;BFP;jogos_terminados;corridas;toques_sacrificio;fly_sacrificio;eliminacao_dupla
abbotji01;1998;1;CHA;AL;5;0;5;5;0;0;0;95;35;16;2;12;14;0,292;4,55;0;0;1;0;134;0;16;0;1;7
abbotpa01;1998;1;SEA;AL;3;1;4;4;0;0;0;74;24;11;2;10;22;0,255;4,01;0;3;0;0;105;0;11;0;1;3
aceveju01;1998;1;SLN;NL;8;3;50;9;0;0;15;295;83;28;7;29;56;0,236;2,56;2;3;4;0;394;29;30;8;1;9
adamsjo02;1998;1;ARI;NL;0;3;5;5;0;0;0;69;25;21;5;11;14;0,284;8,22;0;0;3;0;104;0;21;1;1;2
adamste01;1998;1;CHN;NL;7;7;63;0;0;0;1;218;72;35;7;41;73;0,255;4,33;3;4;1;3;330;15;39;3;3;3
aguilri01;1998;1;MIN;AL;4;9;68;0;0;0;38;223;75;35;8;15;57;0,262;4,24;1;1;1;0;307;64;35;3;2;7
aldresc01;1998;1;TBA;AL;0;0;48;0;0;0;0;94;33;13;1;12;21;0,280;3,73;3;2;2;0;135;8;13;3;0;7
alfonan01;1998;1;FLO;NL;4;6;58;0;0;0;8;212;75;32;10;33;46;0,281;4,08;9;1;3;0;316;27;36;7;6;6
almanca01;1998;1;TOR;AL;2;2;25;0;0;0;0;86;34;17;4;8;20;0,286;5,34;2;0;1;0;129;8;18;1;0;2
alvarwi01;1998;1;TBA;AL;6;14;25;25;0;0;0;428;130;75;18;68;107;0,239;4,73;0;4;9;0;624;0;78;1;2;9
anderbr02;1998;1;ARI;NL;12;13;32;32;2;1;0;624;221;100;39;24;95;0,274;4,33;2;3;4;6;845;0;109;8;3;15
anderma01;1998;1;DET;AL;5;1;42;0;0;0;0;132;38;16;3;31;44;0,250;3,27;4;2;2;0;194;10;16;6;3;6
andujlu01;1998;1;TOR;AL;0;0;5;0;0;0;0;17;12;6;0;2;1;0,429;9,53;0;1;0;0;30;3;6;0;0;0
appieke01;1998;1;KCA;AL;1;2;3;3;0;0;0;45;21;13;3;5;9;0,339;7,80;1;1;1;0;69;0;13;0;1;2
arrojro01;1998;1;TBA;AL;14;12;32;32;2;2;0;606;195;80;21;65;152;0,256;3,56;2;3;19;1;853;0;84;5;3;21
ashbyan01;1998;1;SDN;NL;17;9;33;33;5;1;0;680;223;84;23;58;151;0,259;3,34;8;7;7;0;939;0;90;8;5;25
assenpa01;1998;1;CLE;AL;2;5;69;0;0;0;3;141;54;17;5;19;43;0,286;3,26;6;0;1;0;213;17;22;2;2;3
astacpe01;1998;1;COL;NL;13;14;35;34;0;0;0;628;245;145;39;74;170;0,294;6,23;0;2;17;0;938;0;160;12;3;22
averyst01;1998;1;BOS;AL;10;7;34;23;0;0;0;371;128;69;14;64;57;0,269;5,02;0;7;4;0;546;4;74;3;0;17
ayalabo01;1998;1;SEA;AL;1;10;62;0;0;0;8;226;100;61;9;26;68;0,323;7,29;4;4;1;0;351;36;66;8;6;4
aybarma01;1998;1;SLN;NL;6;6;20;14;0;0;0;244;90;54;6;42;57;0,281;5,98;1;2;2;0;369;1;58;4;1;7
baileco01;1998;1;SFN;NL;0;0;5;0;0;0;0;10;2;1;1;1;2;0,167;2,70;0;0;0;0;13;1;1;0;0;0
bailesc01;1998;1;TEX;AL;1;0;46;0;0;0;0;121;61;29;5;11;30;0,351;6,47;0;3;0;0;187;13;33;0;2;6
baldwja01;1998;1;CHA;AL;13;6;37;24;1;0;0;477;176;94;18;60;108;0,278;5,32;2;5;10;1;712;3;103;3;5;13
bankswi01;1998;1;NYA;AL;1;1;9;0;0;0;0;43;20;16;4;12;8;0,323;10,05;2;1;1;0;77;5;16;2;0;1
bankswi01;1998;2;ARI;NL;1;2;33;0;0;0;1;131;34;15;2;25;32;0,217;3,09;2;4;1;1;188;8;21;4;1;3
baptitr01;1998;1;MIN;AL;0;1;13;0;0;0;0;81;34;17;5;11;11;0,321;5,67;1;0;0;0;123;4;18;0;6;2
barbebr02;1998;1;KCA;AL;2;4;8;8;0;0;0;126;45;28;5;13;24;0,276;6,00;1;4;1;0;180;0;28;0;3;4
barklbr01;1998;1;BOS;AL;0;0;6;0;0;0;0;33;16;12;2;9;2;0,340;9,82;1;1;1;0;59;1;13;0;2;1
barrima01;1998;1;FLO;NL;0;0;2;0;0;0;0;8;4;1;1;2;1;0,364;3,38;0;0;0;0;13;0;1;0;0;1
barrima01;1998;2;LAN;NL;0;0;1;0;0;0;0;3;0;0;0;2;0;0,000;0,00;0;0;0;0;4;1;0;0;0;1
batismi01;1998;1;MON;NL;3;5;56;13;0;0;0;405;141;57;12;65;92;0,274;3,80;7;6;6;1;598;12;66;7;5;13
