id_jogador;id_ano;ordem_equipes;id_equipe;id_liga;jogos_ganhados;jogos_perdidos;jogos_disputados;jogos_iniciados;jogos_completos;shutouts;jogos_salvos;IPouts;hits;corridas_merecidas;homerun;BB;strikeout;media_rebatida_oponente;media_corridas_merecidas;IBB;lances_desviados;HBP;BK;BFP;jogos_terminados;corridas;toques_sacrificio;fly_sacrificio;eliminacao_dupla
abbotji01;1999;1;MIL;NL;2;8;20;15;0;0;0;246;110;63;14;42;37;0,317;6,91;3;7;2;0;394;3;71;2;1;9
abbotpa01;1999;1;SEA;AL;6;2;25;7;0;0;0;218;50;25;9;32;68;0,193;3,10;3;2;0;0;298;8;31;3;4;3
aceveju01;1999;1;SLN;NL;6;8;50;12;0;0;4;307;115;67;17;48;52;0,291;5,89;3;5;4;0;457;21;71;4;6;12
adamste01;1999;1;CHN;NL;6;3;52;0;0;0;13;195;60;29;9;28;57;0,245;4,02;2;6;0;0;277;38;33;1;3;7
aguilri01;1999;1;MIN;AL;3;1;17;0;0;0;6;64;10;3;2;2;13;0,135;1,27;0;1;0;1;76;16;3;0;0;0
aguilri01;1999;2;CHN;NL;6;3;44;0;0;0;8;139;44;19;6;10;32;0,254;3,69;1;3;2;0;191;25;22;4;2;6
aldresc01;1999;1;TBA;AL;3;2;37;0;0;0;0;73;26;14;1;14;22;0,274;5,18;0;1;2;0;114;9;15;2;1;1
aldresc01;1999;2;PHI;NL;1;1;29;0;0;0;1;97;33;14;1;15;19;0,277;3,90;3;3;0;0;140;5;15;1;5;0
alfonan01;1999;1;FLO;NL;4;5;73;0;0;0;21;233;79;28;4;29;46;0,274;3,24;6;1;4;0;325;49;28;3;1;12
almanar01;1999;1;FLO;NL;0;1;14;0;0;0;0;47;8;3;1;9;20;0,154;1,72;1;0;1;1;64;2;4;1;1;1
almanca01;1999;1;SDN;NL;0;0;28;0;0;0;0;112;48;31;6;15;30;0,316;7,47;2;2;3;0;173;11;32;2;1;6
almonhe01;1999;1;FLO;NL;0;2;15;0;0;0;0;45;20;7;1;6;8;0,339;4,20;2;2;0;0;67;6;7;1;1;2
alvarju01;1999;1;ANA;AL;0;1;8;0;0;0;0;9;1;1;0;4;4;0,111;3,00;0;1;0;0;14;1;1;1;0;0
alvarwi01;1999;1;TBA;AL;9;9;28;28;1;0;0;480;159;75;22;79;128;0,260;4,22;1;3;6;0;703;0;92;3;3;25
anderbr02;1999;1;ARI;NL;8;2;31;19;2;1;1;390;144;66;18;28;75;0,279;4,57;3;0;1;2;549;4;69;4;0;10
anderji02;1999;1;PIT;NL;2;1;13;4;0;0;0;88;25;13;2;16;13;0,234;3,99;2;4;1;0;127;2;15;2;1;6
anderma01;1999;1;DET;AL;2;1;37;0;0;0;0;114;33;24;8;35;32;0,232;5,68;1;3;1;0;180;9;27;0;2;2
ankieri01;1999;1;SLN;NL;0;1;9;5;0;0;1;99;26;12;2;14;39;0,215;3,27;0;2;1;0;137;1;12;1;0;2
appieke01;1999;1;KCA;AL;9;9;22;22;1;0;0;421;153;76;18;51;78;0,279;4,87;3;5;6;0;613;0;81;5;3;14
appieke01;1999;2;OAK;AL;7;5;12;12;0;0;0;206;77;44;9;33;53;0,280;5,77;1;5;1;1;313;0;50;2;2;5
armasto02;1999;1;MON;NL;0;1;1;1;0;0;0;18;8;1;0;2;2;0,320;1,50;1;2;0;0;28;0;4;0;1;1
arnolja01;1999;1;LAN;NL;2;4;36;3;0;0;1;207;81;42;6;34;26;0,300;5,48;2;3;6;0;313;18;50;3;0;18
arrojro01;1999;1;TBA;AL;7;12;24;24;2;0;0;422;162;81;23;60;107;0,296;5,18;2;2;14;0;630;0;84;5;3;15
ashbyan01;1999;1;SDN;NL;14;10;31;31;4;3;0;618;204;87;26;54;132;0,258;3,80;4;6;7;0;862;0;95;10;1;21
assenpa01;1999;1;CLE;AL;2;1;55;0;0;0;0;99;50;30;6;17;29;0,347;8,18;5;1;1;1;165;8;32;1;2;2
astacpe01;1999;1;COL;NL;17;11;34;34;7;0;0;696;258;130;38;75;210;0,285;5,04;6;5;11;0;1008;0;140;6;10;20
averyst01;1999;1;CIN;NL;6;7;19;19;0;0;0;288;75;55;11;78;51;0,222;5,16;0;4;1;1;426;0;62;3;6;10
ayalabo01;1999;1;MON;NL;1;6;53;0;0;0;0;198;60;27;6;34;64;0,235;3,68;1;4;4;0;300;17;36;4;3;1
ayalabo01;1999;2;CHN;NL;0;1;13;0;0;0;0;48;11;5;4;5;15;0,193;2,81;1;1;2;0;65;4;7;1;0;2
aybarma01;1999;1;SLN;NL;4;5;65;1;0;0;3;291;104;59;13;36;74;0,272;5,47;3;1;4;2;430;22;67;4;3;7
baldwja01;1999;1;CHA;AL;12;13;35;33;1;0;0;598;219;113;34;81;123;0,278;5,10;1;11;7;1;886;1;119;4;7;17
balejo01;1999;1;TOR;AL;0;0;1;0;0;0;0;6;2;3;1;2;4;0,250;13,50;0;0;0;0;10;0;3;0;0;0
barbebr02;1999;1;KCA;AL;1;3;8;3;0;0;1;56;31;20;6;10;7;0,383;9,64;2;0;2;0;95;1;20;1;1;1
barkeri01;1999;1;CHN;NL;0;0;5;0;0;0;0;15;6;4;0;4;3;0,300;7,20;1;1;0;0;25;1;4;0;1;0
batismi01;1999;1;MON;NL;8;7;39;17;2;1;1;404;146;73;10;58;95;0,280;4,88;2;6;7;0;606;3;88;8;11;12
beckro01;1999;1;CHN;NL;2;4;31;0;0;0;7;90;41;26;5;13;13;0,331;7,80;3;1;0;0;141;19;26;2;2;3
beckro01;1999;2;BOS;AL;0;1;12;0;0;0;3;42;9;3;0;5;12;0,184;1,93;0;0;1;0;55;8;3;0;0;0
belchti01;1999;1;ANA;AL;6;8;24;24;0;0;0;397;168;99;27;46;52;0,315;6,73;0;7;5;1;600;0;104;6;9;10
belinst01;1999;1;CIN;NL;3;1;29;0;0;0;2;128;42;25;11;18;40;0,258;5,27;3;3;1;0;185;12;26;2;1;1
beltrri01;1999;1;NYN;NL;1;1;21;0;0;0;0;93;30;12;5;12;35;0,250;3,48;2;6;0;0;134;10;15;2;0;0
beltrri01;1999;2;COL;NL;0;0;12;0;0;0;0;33;20;9;2;7;15;0,385;7,36;1;1;1;0;61;2;9;1;0;0
benesal01;1999;1;SLN;NL;0;0;2;0;0;0;0;6;2;0;0;0;2;0,286;0,00;0;0;0;0;7;2;0;0;0;1
