id_jogador;id_ano;ordem_equipes;id_equipe;id_liga;jogos_ganhados;jogos_perdidos;jogos_disputados;jogos_iniciados;jogos_completos;shutouts;jogos_salvos;IPouts;hits;corridas_merecidas;homerun;BB;strikeout;media_rebatida_oponente;media_corridas_merecidas;IBB;lances_desviados;HBP;BK;BFP;jogos_terminados;corridas;toques_sacrificio;fly_sacrificio;eliminacao_dupla
aardsda01;2007;1;CHA;AL;2;1;25;0;0;0;0;97;39;23;4;17;36;0,300;6,40;3;2;1;0;151;7;24;2;1;1
abreuwi01;2007;1;WAS;NL;0;1;26;0;0;0;0;91;37;20;7;9;26;0,303;5,93;1;2;0;1;133;3;21;1;1;5
accarje01;2007;1;TOR;AL;4;4;64;0;0;0;30;202;51;16;4;24;57;0,206;2,14;2;0;2;1;275;48;19;0;1;3
acostma01;2007;1;ATL;NL;1;1;21;0;0;0;0;71;13;6;2;14;22;0,165;2,28;1;1;0;0;93;5;6;0;0;5
adkinjo01;2007;1;NYN;NL;0;0;1;0;0;0;0;3;0;0;0;0;0;0,000;0,00;0;0;0;0;3;0;0;0;0;0
affelje01;2007;1;COL;NL;4;3;75;0;0;0;0;177;47;23;3;33;46;0,226;3,51;9;6;3;1;253;11;26;3;6;7
albaljo01;2007;1;WAS;NL;1;1;14;0;0;0;0;43;7;3;1;2;12;0,149;1,88;0;0;1;0;51;1;3;0;1;2
alberma01;2007;1;HOU;NL;4;11;31;18;0;0;0;332;127;72;18;50;71;0,291;5,86;6;7;7;0;508;2;77;6;8;10
alfonan01;2007;1;PHI;NL;5;2;61;0;0;0;8;149;65;30;3;27;24;0,314;5,44;6;1;1;0;236;22;31;0;1;3
aquingr01;2007;1;MIL;NL;0;1;15;0;0;0;0;42;13;7;2;5;12;0,245;4,50;1;2;0;0;59;8;9;1;0;1
ariasal02;2007;1;COL;NL;1;0;6;0;0;0;0;22;8;4;1;5;3;0,308;4,91;0;0;0;0;32;0;4;1;0;2
armasto02;2007;1;PIT;NL;4;5;31;15;0;0;0;291;111;65;18;38;73;0,287;6,03;3;2;8;0;442;6;68;2;7;5
arroybr01;2007;1;CIN;NL;9;15;34;34;1;0;0;632;232;99;28;63;156;0,280;4,23;6;4;13;0;921;0;109;10;7;12
ascanjo01;2007;1;ATL;NL;1;1;13;0;0;0;0;48;17;9;3;6;13;0,254;5,06;2;0;0;0;74;6;11;1;0;0
atchisc01;2007;1;SFN;NL;0;0;22;0;0;0;0;92;32;14;5;10;25;0,274;4,11;0;2;1;0;131;4;14;1;2;3
ayalalu01;2007;1;WAS;NL;2;2;44;0;0;0;1;127;43;15;5;12;28;0,267;3,19;0;1;1;0;181;11;16;3;4;3
backebr01;2007;1;HOU;NL;3;1;5;5;0;0;0;86;27;12;4;11;11;0,248;3,77;0;0;2;0;123;0;13;0;1;1
bacsimi02;2007;1;WAS;NL;5;8;29;20;0;0;0;354;141;67;26;29;45;0,295;5,11;3;4;6;0;520;0;73;3;4;14
baekch01;2007;1;SEA;AL;4;3;14;12;1;0;0;220;87;42;6;14;49;0,288;5,15;1;1;3;0;321;1;45;1;1;3
baezda01;2007;1;BAL;AL;0;6;53;0;0;0;3;151;50;36;8;29;29;0,259;6,44;5;0;7;0;233;25;36;3;1;6
baileho02;2007;1;CIN;NL;4;2;9;9;0;0;0;136;43;29;3;28;28;0,257;5,76;1;1;3;1;205;0;32;1;6;6
bakersc02;2007;1;MIN;AL;9;9;24;23;2;1;0;431;162;68;15;29;102;0,287;4,26;4;0;5;0;606;0;70;6;2;17
balejo01;2007;1;KCA;AL;1;1;26;0;0;0;0;120;45;18;1;17;42;0,290;4,05;2;2;1;0;179;5;18;3;3;3
balfogr01;2007;1;MIL;NL;0;2;3;0;0;0;0;8;4;6;1;4;3;0,333;20,25;0;0;1;0;18;2;6;1;0;0
balfogr01;2007;2;TBA;AL;1;0;22;0;0;0;0;66;26;15;1;16;27;0,313;6,14;0;0;0;0;103;6;15;1;3;2
banksjo01;2007;1;TOR;AL;0;0;3;1;0;0;0;22;11;6;1;2;2;0,344;7,36;0;0;0;0;35;1;6;0;1;0
bannibr01;2007;1;KCA;AL;12;9;27;27;1;0;0;495;156;71;15;44;77;0,249;3,87;1;4;6;0;683;0;76;2;4;14
baronda01;2007;1;FLO;NL;1;3;16;6;0;0;0;123;50;26;11;19;18;0,311;5,71;2;1;1;0;183;4;29;0;2;7
barryke01;2007;1;ATL;NL;0;0;1;0;0;0;0;6;6;5;0;2;4;0,500;22,50;0;1;0;0;14;1;5;0;0;0
batismi01;2007;1;SEA;AL;16;11;33;32;0;0;0;579;209;92;18;85;133;0,276;4,29;3;15;8;2;860;0;101;5;5;18
bautide01;2007;1;COL;NL;2;1;9;1;0;0;0;26;18;12;0;4;8;0,429;12,46;0;0;1;0;48;2;12;1;0;1
baylijo01;2007;1;PIT;NL;4;3;39;0;0;0;0;113;51;35;8;18;29;0,323;8,36;2;1;2;0;179;11;36;0;1;3
bazaryo01;2007;1;DET;AL;2;1;11;2;0;0;0;71;19;6;2;5;15;0,218;2,28;0;1;3;0;96;6;7;0;1;4
beanco01;2007;1;NYA;AL;0;1;3;0;0;0;0;9;5;4;0;5;2;0,357;12,00;0;0;0;0;19;0;4;0;0;0
beckejo02;2007;1;BOS;AL;20;7;30;30;1;0;0;602;189;73;17;40;194;0,245;3,27;0;3;5;0;822;0;76;3;2;12
bedarer01;2007;1;BAL;AL;13;5;28;28;1;1;0;546;141;64;19;57;221;0,212;3,16;0;3;5;0;733;0;66;2;4;13
beimejo01;2007;1;LAN;NL;4;2;83;0;0;0;1;202;63;29;1;24;39;0,253;3,88;6;3;1;2;281;10;30;5;2;11
belisma01;2007;1;CIN;NL;8;9;30;30;1;0;0;533;212;105;26;43;125;0,301;5,32;4;6;7;1;771;0;111;7;9;15
bellhe01;2007;1;SDN;NL;6;4;81;0;0;0;2;281;60;21;3;30;102;0,185;2,02;1;4;2;0;363;16;21;4;1;9
bellro01;2007;1;BAL;AL;4;3;30;0;0;0;0;159;73;35;7;24;28;0,327;5,94;5;2;0;0;251;8;37;1;3;4
benitar01;2007;1;SFN;NL;0;3;19;0;0;0;9;52;17;9;3;9;18;0,254;4,67;1;0;0;2;78;17;9;2;0;0
benitar01;2007;2;FLO;NL;2;5;36;0;0;0;0;99;32;21;5;20;39;0,258;5,73;1;1;1;1;150;7;28;4;1;4
