id_jogador;id_ano;ordem_equipes;id_equipe;id_liga;jogos_ganhados;jogos_perdidos;jogos_disputados;jogos_iniciados;jogos_completos;shutouts;jogos_salvos;IPouts;hits;corridas_merecidas;homerun;BB;strikeout;media_rebatida_oponente;media_corridas_merecidas;IBB;lances_desviados;HBP;BK;BFP;jogos_terminados;corridas;toques_sacrificio;fly_sacrificio;eliminacao_dupla
aasedo01;1987;1;BAL;AL;1;0;7;0;0;0;2;24;8;2;1;4;3;0,276;2,25;0;0;0;0;33;6;2;0;0;2
ackerji01;1987;1;ATL;NL;4;9;68;0;0;0;14;344;109;53;11;51;68;0,253;4,16;4;1;4;0;491;41;57;3;3;16
agostju01;1987;1;HOU;NL;1;1;27;0;0;0;2;82;26;8;1;10;6;0,248;2,63;1;1;0;0;118;13;12;3;0;2
aguilri01;1987;1;NYN;NL;11;3;18;17;1;0;0;345;124;46;12;33;77;0,276;3,60;2;9;3;0;494;0;53;7;2;14
akerfda01;1987;1;CLE;AL;2;6;16;13;1;0;0;224;84;56;18;38;42;0,284;6,75;1;7;7;0;347;0;60;2;4;6
aldrija01;1987;1;ML4;AL;3;1;31;0;0;0;0;175;71;32;8;13;22;0,306;4,94;3;1;2;1;253;9;33;3;3;8
alexado01;1987;1;ATL;NL;5;10;16;16;3;0;0;353;115;54;21;27;64;0,257;4,13;5;2;2;0;481;0;57;1;3;8
alexado01;1987;2;DET;AL;9;0;11;11;3;3;0;265;63;15;3;26;44;0,201;1,53;0;1;0;0;340;0;16;1;0;10
allenne01;1987;1;CHA;AL;0;7;15;10;0;0;0;149;74;39;6;26;26;0,365;7,07;0;1;2;0;236;2;40;3;2;8
allenne01;1987;2;NYA;AL;0;1;8;1;0;0;0;74;23;10;2;10;16;0,242;3,65;1;0;0;0;106;4;12;1;0;1
anderal02;1987;1;MIN;AL;1;0;4;2;0;0;0;37;20;15;3;10;3;0,392;10,95;2;0;0;0;61;0;15;0;0;6
anderla02;1987;1;HOU;NL;9;5;67;0;0;0;5;305;95;39;7;41;94;0,247;3,45;10;1;2;0;440;31;46;7;4;7
anderri02;1987;1;KCA;AL;0;2;6;2;0;0;0;39;26;20;3;9;12;0,394;13,85;1;0;2;0;77;1;22;0;0;0
andersc01;1987;1;TEX;AL;0;1;8;0;0;0;0;34;17;12;0;8;6;0,347;9,53;2;2;1;0;59;2;12;1;0;2
andujjo01;1987;1;OAK;AL;3;5;13;13;1;0;0;182;63;41;11;26;32;0,269;6,08;0;0;3;1;265;0;43;1;1;9
armstmi01;1987;1;CLE;AL;1;0;14;0;0;0;1;56;27;18;4;10;9;0,333;8,68;0;2;0;0;91;2;18;0;0;1
arnolto01;1987;1;BAL;AL;0;0;27;0;0;0;0;159;71;34;8;17;18;0,330;5,77;5;1;2;0;239;10;35;4;1;8
arnsbbr01;1987;1;NYA;AL;1;3;6;2;0;0;0;58;22;12;5;13;14;0,289;5,59;3;1;0;0;91;2;12;0;2;0
assenpa01;1987;1;ATL;NL;1;1;52;0;0;0;2;164;58;31;8;24;39;0,260;5,10;4;0;1;0;251;10;41;2;1;1
atherke01;1987;1;MIN;AL;7;5;59;0;0;0;2;238;81;40;10;30;51;0,262;4,54;4;1;4;0;348;29;46;2;3;3
bailesc01;1987;1;CLE;AL;7;8;39;17;0;0;6;361;145;62;21;47;65;0,296;4,64;1;3;4;0;551;15;75;4;6;8
bairdo01;1987;1;PHI;NL;2;0;11;0;0;0;0;41;17;9;4;5;10;0,309;5,93;0;0;0;0;61;2;9;0;1;3
ballaje01;1987;1;BAL;AL;2;8;14;14;0;0;0;209;100;51;15;35;27;0,344;6,59;1;0;0;1;327;0;60;0;1;11
balleja01;1987;1;CHN;NL;0;1;23;0;0;0;0;88;38;22;4;20;27;0,325;6,75;2;5;0;2;139;9;22;2;0;6
bankhsc01;1987;1;SEA;AL;9;8;27;25;2;0;0;448;168;90;35;37;95;0,283;5,42;0;2;3;2;642;1;96;3;6;6
bannifl01;1987;1;CHA;AL;16;11;34;34;11;2;0;686;216;91;38;49;124;0,246;3,58;0;5;0;1;939;0;100;9;3;15
barkele01;1987;1;ML4;AL;2;1;11;11;0;0;0;131;54;26;6;17;22;0,303;5,36;1;0;2;0;198;0;27;1;0;5
bedrost01;1987;1;PHI;NL;5;3;65;0;0;0;40;267;79;28;11;28;74;0,237;2,83;5;3;1;1;366;56;31;2;1;6
belchti01;1987;1;LAN;NL;4;2;6;5;0;0;0;102;30;9;2;7;23;0,240;2,38;0;0;0;1;135;1;11;2;1;2
beller01;1987;1;BAL;AL;10;13;33;29;2;0;0;495;174;100;32;78;111;0,271;5,45;0;11;2;1;729;1;113;4;2;17
berenju01;1987;1;MIN;AL;8;1;47;6;0;0;4;336;100;49;10;47;110;0,238;3,94;7;6;0;0;473;13;51;2;4;3
bielemi01;1987;1;PIT;NL;2;3;8;8;2;0;0;137;43;24;6;12;25;0,251;4,73;0;3;1;0;192;0;25;5;2;2
birkbmi01;1987;1;ML4;AL;1;4;10;10;1;0;0;135;63;31;8;19;25;0,335;6,20;0;2;0;0;210;0;33;1;2;2
bittije01;1987;1;MIN;AL;1;0;3;1;0;0;0;25;11;5;2;0;5;0,314;5,40;0;0;1;0;36;0;5;0;0;1
blackbu02;1987;1;KCA;AL;8;6;29;18;0;0;1;367;126;49;16;35;61;0,265;3,60;2;6;5;0;520;4;63;1;3;13
blylebe01;1987;1;MIN;AL;15;12;37;37;8;1;0;801;249;119;46;101;196;0,249;4,01;4;13;9;0;1122;0;132;4;6;31
bockura01;1987;1;SFN;NL;1;0;12;0;0;0;0;52;17;7;2;4;9;0,266;3,63;1;0;0;0;68;2;8;0;0;2
boddimi01;1987;1;BAL;AL;10;12;33;33;7;2;0;678;212;105;29;78;152;0,248;4,18;4;10;7;0;950;0;114;7;4;19
boevejo01;1987;1;ATL;NL;1;0;14;0;0;0;0;55;29;15;4;12;18;0,367;7,36;1;1;0;0;93;10;15;1;1;0
