id_jogador;id_ano;ordem_equipes;id_equipe;id_liga;jogos_ganhados;jogos_perdidos;jogos_disputados;jogos_iniciados;jogos_completos;shutouts;jogos_salvos;IPouts;hits;corridas_merecidas;homerun;BB;strikeout;media_rebatida_oponente;media_corridas_merecidas;IBB;lances_desviados;HBP;BK;BFP;jogos_terminados;corridas;toques_sacrificio;fly_sacrificio;eliminacao_dupla
aasedo01;1988;1;BAL;AL;0;0;35;0;0;0;0;140;40;21;4;37;28;0,240;4,05;5;1;0;0;209;16;22;3;2;5
ackerji01;1988;1;ATL;NL;0;4;21;1;0;0;0;126;45;22;6;14;25;0,280;4,71;3;2;1;0;184;7;26;5;3;2
agostju01;1988;1;HOU;NL;10;2;75;0;0;0;4;275;74;23;6;30;33;0,226;2,26;13;3;0;5;371;33;27;9;5;12
aguilri01;1988;1;NYN;NL;0;4;11;3;0;0;0;74;29;19;2;10;16;0,296;6,93;2;1;1;1;111;2;20;2;0;1
albagi01;1988;1;SLN;NL;0;0;3;0;0;0;0;10;1;1;0;2;3;0,091;2,70;0;0;0;0;14;1;2;0;1;0
alexado01;1988;1;DET;AL;14;11;34;34;5;1;0;687;260;110;30;46;126;0,282;4,32;7;2;5;1;985;0;122;4;8;10
allenne01;1988;1;NYA;AL;5;3;41;2;0;1;0;352;121;50;14;37;61;0,268;3,84;7;2;2;0;504;10;51;7;6;8
alvarjo01;1988;1;ATL;NL;5;6;60;0;0;0;3;307;88;34;7;53;81;0,240;2,99;12;4;6;1;436;23;34;8;3;9
anderal02;1988;1;MIN;AL;16;9;30;30;3;1;0;607;199;55;14;37;83;0,261;2,45;1;1;7;4;815;0;70;3;5;25
anderla02;1988;1;HOU;NL;2;4;53;0;0;0;5;248;82;27;3;20;66;0,254;2,94;8;1;1;2;350;25;29;3;3;7
anderri02;1988;1;KCA;AL;2;1;7;3;0;0;0;102;41;16;3;9;9;0,308;4,24;2;1;1;0;147;0;17;1;3;2
andujjo01;1988;1;HOU;NL;2;5;23;10;0;0;0;236;94;35;9;21;35;0,297;4,00;5;0;5;3;351;4;43;4;4;4
aquinlu01;1988;1;KCA;AL;1;0;7;5;1;1;0;87;33;9;1;17;11;0,284;2,79;0;1;1;1;136;0;15;0;1;3
armstja01;1988;1;CIN;NL;4;7;14;13;0;0;0;196;63;42;8;38;45;0,256;5,79;2;3;0;2;293;0;44;4;5;2
arnolsc01;1988;1;SLN;NL;0;0;6;0;0;0;0;20;9;4;0;4;8;0,321;5,40;1;3;0;3;32;2;4;0;0;1
assenpa01;1988;1;ATL;NL;8;7;64;0;0;0;5;238;72;27;4;32;71;0,251;3,06;11;7;1;0;329;32;28;8;1;10
atherke01;1988;1;MIN;AL;7;5;49;0;0;0;3;222;65;28;10;22;43;0,235;3,41;4;1;2;0;309;13;29;5;3;3
augusdo01;1988;1;ML4;AL;13;7;24;22;6;1;0;445;137;51;12;48;66;0,245;3,09;6;5;0;0;614;0;55;4;3;16
bailesc01;1988;1;CLE;AL;9;14;37;21;5;2;0;435;149;79;22;46;53;0,266;4,90;0;2;2;3;617;7;89;5;4;17
bairdo01;1988;1;TOR;AL;0;0;10;0;0;0;0;40;14;6;2;3;8;0,280;4,05;0;1;0;0;55;4;6;2;0;1
ballaje01;1988;1;BAL;AL;8;12;25;25;6;1;0;460;167;75;15;42;41;0,278;4,40;2;2;6;2;654;0;83;3;3;19
bankhsc01;1988;1;SEA;AL;7;9;21;21;2;1;0;405;115;46;8;38;102;0,224;3,07;5;3;1;1;557;0;53;3;1;9
bannifl01;1988;1;KCA;AL;12;13;31;31;2;0;0;568;182;91;22;68;113;0,248;4,33;6;6;5;2;816;0;102;8;2;12
barojsa01;1988;1;PHI;NL;0;0;6;0;0;0;0;26;7;8;1;8;1;0,250;8,31;0;0;0;2;39;2;9;1;2;1
barreti01;1988;1;MON;NL;0;0;4;0;0;0;1;28;10;6;2;2;5;0,270;5,79;0;0;0;0;39;2;6;0;0;0
bautijo01;1988;1;BAL;AL;6;15;33;25;3;0;0;515;171;82;21;45;76;0,258;4,30;3;4;7;5;721;5;86;2;3;14
bedrost01;1988;1;PHI;NL;6;6;57;0;0;0;28;223;75;31;6;27;61;0,257;3,75;5;0;0;0;322;49;34;0;3;4
belchti01;1988;1;LAN;NL;12;6;36;27;4;1;4;539;143;58;8;51;152;0,217;2,91;7;4;2;0;719;5;65;6;1;9
berenju01;1988;1;MIN;AL;8;4;57;1;0;0;2;300;74;44;7;61;99;0,207;3,96;7;3;1;5;428;27;44;5;4;5
bestka01;1988;1;MIN;AL;0;0;11;0;0;0;0;36;15;8;1;7;9;0,306;6,00;1;0;0;1;59;8;9;1;2;0
bielemi01;1988;1;CHN;NL;2;2;19;5;0;0;0;145;55;18;4;16;33;0,284;3,35;1;3;0;3;215;7;22;1;4;2
birkbmi01;1988;1;ML4;AL;10;8;23;23;0;0;0;372;141;65;10;37;64;0,285;4,72;1;0;1;11;538;0;69;4;2;12
birtsti01;1988;1;CIN;NL;1;3;36;4;0;0;0;193;61;30;6;24;38;0,250;4,20;5;0;3;3;277;8;34;3;3;5
bittije01;1988;1;CHA;AL;2;4;25;7;0;0;0;185;59;29;11;29;33;0,255;4,23;2;3;0;2;268;9;31;4;4;2
blackbu02;1988;1;KCA;AL;2;1;17;0;0;0;0;66;23;12;2;11;19;0,267;4,91;2;0;0;2;98;5;12;1;0;1
blackbu02;1988;2;CLE;AL;2;3;16;7;0;0;1;177;59;33;6;23;44;0,262;5,03;1;5;4;4;260;4;35;5;3;4
blankke01;1988;1;ATL;NL;0;1;2;2;0;0;0;32;7;4;0;7;5;0,194;3,38;0;0;1;0;44;0;4;0;0;2
blankke01;1988;2;CHN;NL;1;0;1;1;0;0;0;15;7;4;2;1;4;0,318;7,20;0;0;0;0;23;0;4;0;0;0
blylebe01;1988;1;MIN;AL;10;17;33;33;7;0;0;622;240;125;21;51;145;0,294;5,43;1;5;16;3;895;0;128;6;6;17
