id_jogador;id_ano;ordem_equipes;id_equipe;id_liga;jogos_ganhados;jogos_perdidos;jogos_disputados;jogos_iniciados;jogos_completos;shutouts;jogos_salvos;IPouts;hits;corridas_merecidas;homerun;BB;strikeout;media_rebatida_oponente;media_corridas_merecidas;IBB;lances_desviados;HBP;BK;BFP;jogos_terminados;corridas;toques_sacrificio;fly_sacrificio;eliminacao_dupla
abbotgl01;1983;1;SEA;AL;5;3;14;14;2;0;0;247;103;42;9;15;38;0,311;4,59;2;0;4;2;355;0;46;3;2;8
abbotgl01;1983;2;DET;AL;2;1;7;7;1;1;0;140;43;10;5;7;11;0,244;1,93;1;2;0;0;186;0;12;2;1;3
ackerji01;1983;1;TOR;AL;5;1;38;5;0;0;1;293;103;47;7;38;44;0,273;4,33;1;1;8;0;426;8;52;1;2;17
agostju01;1983;1;CHA;AL;2;2;39;0;0;0;7;125;41;19;2;11;29;0,283;4,10;1;2;1;0;166;13;20;5;4;8
alexado01;1983;1;NYA;AL;0;2;8;5;0;0;0;85;31;20;6;7;17;0,277;6,35;0;0;0;0;121;2;21;1;1;1
alexado01;1983;2;TOR;AL;7;6;17;15;5;0;0;350;126;51;14;26;46;0,279;3,93;1;4;1;0;482;1;55;0;3;12
allenne01;1983;1;NYN;NL;2;7;21;4;1;1;2;162;57;27;6;36;32;0,278;4,50;5;2;0;0;246;9;29;4;1;7
allenne01;1983;2;SLN;NL;10;6;25;18;4;2;0;365;122;50;6;48;74;0,265;3,70;4;6;1;1;516;3;55;5;1;14
altampo01;1983;1;PHI;NL;2;3;31;0;0;0;0;124;38;17;9;15;24;0,255;3,70;3;2;2;1;173;11;18;6;1;5
anderbu01;1983;1;CLE;AL;1;6;39;1;0;0;7;205;64;31;8;32;32;0,255;4,08;6;4;0;0;290;27;34;5;2;10
anderla02;1983;1;PHI;NL;1;0;17;0;0;0;0;79;19;7;0;9;14;0,200;2,39;1;1;0;1;106;4;7;1;1;1
andujjo01;1983;1;SLN;NL;6;16;39;34;5;2;1;675;215;104;23;75;125;0,253;4,16;7;5;3;6;943;3;112;12;3;10
apontlu01;1983;1;BOS;AL;5;4;34;0;0;0;3;186;74;25;7;23;32;0,301;3,63;3;1;2;0;276;18;28;4;1;9
armstmi01;1983;1;KCA;AL;10;7;58;0;0;0;3;308;86;44;11;45;52;0,228;3,86;3;5;3;0;432;33;53;3;4;3
atherke01;1983;1;OAK;AL;2;5;29;0;0;0;4;205;53;21;7;23;40;0,215;2,77;4;1;1;1;277;21;22;2;5;4
augusje01;1983;1;ML4;AL;3;3;34;7;1;0;2;193;89;41;11;25;40;0,328;5,74;4;1;1;0;304;9;45;4;3;6
baileho01;1983;1;DET;AL;5;5;33;3;0;0;0;216;69;39;11;25;21;0,255;4,88;3;1;2;0;302;15;45;3;1;10
bairdo01;1983;1;SLN;NL;1;1;26;0;0;0;1;89;24;10;4;13;21;0,224;3,03;3;1;0;0;122;9;11;1;1;3
