id_jogador;id_ano;ordem_equipes;id_equipe;id_liga;jogos_ganhados;jogos_perdidos;jogos_disputados;jogos_iniciados;jogos_completos;shutouts;jogos_salvos;IPouts;hits;corridas_merecidas;homerun;BB;strikeout;media_rebatida_oponente;media_corridas_merecidas;IBB;lances_desviados;HBP;BK;BFP;jogos_terminados;corridas;toques_sacrificio;fly_sacrificio;eliminacao_dupla
abbotji01;1991;1;CAL;AL;18;11;34;34;5;1;0;729;222;78;14;73;158;0,244;2,89;6;1;5;4;1002;0;85;7;7;22
abbotky01;1991;1;CAL;AL;1;2;5;3;0;0;0;59;22;10;2;13;12;0,301;4,58;0;1;1;1;90;0;11;3;0;3
abbotpa01;1991;1;MIN;AL;3;1;15;3;0;0;0;142;38;25;5;36;43;0,232;4,75;1;5;0;0;210;1;27;7;3;5
ackerji01;1991;1;TOR;AL;3;5;54;4;0;0;1;265;77;51;16;36;44;0,238;5,20;5;7;2;0;374;11;53;7;5;5
agostju01;1991;1;SLN;NL;5;3;72;0;0;0;2;258;92;46;4;39;34;0,291;4,81;4;6;8;0;377;22;52;11;3;14
aguilri01;1991;1;MIN;AL;4;5;63;0;0;0;42;207;44;18;3;30;61;0,183;2,35;6;3;1;0;275;60;20;1;3;6
akerfda01;1991;1;PHI;NL;2;1;30;0;0;0;0;149;49;29;5;27;31;0,257;5,26;4;4;3;0;229;11;30;6;2;1
aldresc01;1991;1;DET;AL;2;4;11;11;1;0;0;172;58;33;9;30;35;0,266;5,18;2;3;0;1;253;0;37;3;2;5
alexage01;1991;1;TEX;AL;5;3;30;9;0;0;0;268;93;52;11;48;50;0,272;5,24;7;3;3;1;402;4;56;6;3;6
allisda01;1991;1;OAK;AL;1;1;11;0;0;0;0;33;16;9;0;5;4;0,381;7,36;1;0;0;0;49;4;9;1;1;3
alvarwi01;1991;1;CHA;AL;3;2;10;9;2;1;0;169;47;22;9;29;32;0,230;3,51;0;2;0;0;237;0;26;3;1;9
anderal02;1991;1;MIN;AL;5;11;29;22;2;0;0;403;148;74;24;42;51;0,281;4,96;4;3;5;0;584;4;82;4;6;9
anderla02;1991;1;SDN;NL;3;4;38;0;0;0;13;141;39;12;0;13;40;0,232;2,30;3;1;0;0;188;24;13;4;2;2
appieke01;1991;1;KCA;AL;13;10;34;31;6;3;0;623;205;79;13;61;158;0,255;3,42;3;7;2;1;881;1;97;8;6;12
aquinlu01;1991;1;KCA;AL;8;4;38;18;1;1;3;471;152;60;10;47;80;0,253;3,44;5;1;4;0;661;9;67;2;7;9
armstja01;1991;1;CIN;NL;7;13;27;24;1;0;0;419;158;85;25;54;93;0,293;5,48;2;2;2;1;611;1;90;6;9;7
arnsbbr01;1991;1;TEX;AL;0;1;9;0;0;0;0;29;10;9;5;5;8;0,256;8,38;0;1;0;1;44;2;9;0;0;1
ashbyan01;1991;1;PHI;NL;1;5;8;8;0;0;0;126;41;28;5;19;26;0,256;6,00;0;6;3;0;186;0;28;1;3;2
