id_jogador;id_ano;ordem_equipes;id_equipe;id_liga;jogos_ganhados;jogos_perdidos;jogos_disputados;jogos_iniciados;jogos_completos;shutouts;jogos_salvos;IPouts;hits;corridas_merecidas;homerun;BB;strikeout;media_rebatida_oponente;media_corridas_merecidas;IBB;lances_desviados;HBP;BK;BFP;jogos_terminados;corridas;toques_sacrificio;fly_sacrificio;eliminacao_dupla
abbotpa01;2001;1;SEA;AL;17;4;28;27;1;0;0;489;145;77;21;87;118;0,238;4,25;5;11;7;0;710;0;79;3;5;11
acevejo01;2001;1;CIN;NL;5;7;18;18;0;0;0;288;101;58;17;34;68;0,272;5,44;2;4;3;0;417;0;61;6;3;6
aceveju01;2001;1;COL;NL;0;2;39;0;0;0;0;96;37;20;4;19;26;0,285;5,63;6;0;1;0;153;14;24;2;1;3
aceveju01;2001;2;FLO;NL;2;3;20;0;0;0;0;85;31;8;2;16;21;0,284;2,54;3;1;1;0;129;6;11;1;2;2
adamste01;2001;1;LAN;NL;12;8;43;22;0;0;0;499;172;80;9;54;141;0,267;4,33;1;7;3;2;708;10;84;6;0;17
ainswku01;2001;1;SFN;NL;0;0;2;0;0;0;0;6;3;3;1;2;3;0,333;13,50;0;0;1;0;12;2;3;0;0;0
alfonan01;2001;1;FLO;NL;4;4;58;0;0;0;28;185;68;21;6;15;40;0,281;3,06;3;2;5;0;268;52;24;5;1;10
almanar01;2001;1;FLO;NL;2;2;52;0;0;0;0;123;34;22;8;26;45;0,230;4,83;1;2;0;0;178;8;24;1;3;2
almanca01;2001;1;NYA;AL;0;1;10;0;0;0;0;32;14;4;2;2;6;0,333;3,38;1;0;0;0;46;7;4;1;1;1
anderbr02;2001;1;ARI;NL;4;9;29;22;1;0;0;400;156;77;25;30;55;0,295;5,20;2;2;1;1;571;1;93;7;4;14
anderji02;2001;1;PIT;NL;9;17;34;34;1;0;0;619;232;117;15;83;89;0,287;5,10;14;6;11;1;922;0;123;11;9;29
anderma01;2001;1;DET;AL;3;1;62;0;0;0;22;168;56;30;2;18;52;0,257;4,82;4;9;0;1;239;41;33;1;2;5
ankieri01;2001;1;SLN;NL;1;2;6;6;0;0;0;72;25;19;7;25;27;0,275;7,13;0;5;3;0;124;0;21;2;3;1
appieke01;2001;1;NYN;NL;11;10;33;33;1;1;0;620;181;82;22;64;172;0,237;3,57;4;12;15;0;856;0;89;6;7;16
armasto02;2001;1;MON;NL;9;14;34;34;0;0;0;590;180;88;18;91;176;0,247;4,03;6;9;10;1;851;0;101;15;6;14
arrojro01;2001;1;BOS;AL;5;4;41;9;0;0;5;310;88;40;8;35;78;0,230;3,48;4;2;12;0;438;11;44;6;2;7
arroybr01;2001;1;PIT;NL;5;7;24;13;1;0;0;265;99;50;12;34;39;0,289;5,09;6;4;4;1;390;1;54;4;6;9
ashbyan01;2001;1;LAN;NL;2;0;2;2;0;0;0;35;14;5;2;1;7;0,292;3,86;0;0;0;0;49;0;5;0;0;1
astacpe01;2001;1;COL;NL;6;13;22;22;4;1;0;423;151;86;21;50;125;0,276;5,49;3;2;10;0;617;0;91;5;4;11
astacpe01;2001;2;HOU;NL;2;1;4;4;0;0;0;86;30;10;1;4;19;0,280;3,14;0;0;3;0;116;0;10;1;1;1
atchlju01;2001;1;CIN;NL;0;0;15;0;0;0;0;31;12;7;4;5;8;0,286;6,10;2;1;1;0;48;2;7;0;0;1
austije01;2001;1;KCA;AL;0;0;21;0;0;0;0;78;27;16;4;14;27;0,273;5,54;2;3;1;0;117;9;17;1;2;2
aybarma01;2001;1;CHN;NL;2;1;17;1;0;0;0;68;28;16;5;17;16;0,304;6,35;0;2;2;0;113;1;19;1;1;1
bacsimi02;2001;1;CLE;AL;0;0;3;0;0;0;0;27;13;9;0;3;4;0,325;9,00;1;0;1;0;45;0;10;0;1;0
baezbe01;2001;1;FLO;NL;0;0;8;0;0;0;0;28;22;14;3;6;14;0,449;13,50;0;0;0;0;55;3;14;0;0;1
baezda01;2001;1;CLE;AL;5;3;43;0;0;0;0;151;34;14;5;20;52;0,191;2,50;4;3;3;0;202;8;22;0;1;3
baileco01;2001;1;KCA;AL;1;1;53;0;0;0;0;202;57;26;3;33;61;0,234;3,48;2;4;0;0;283;13;28;3;3;9
baldwja01;2001;1;CHA;AL;7;5;17;16;2;1;0;287;109;49;15;38;42;0,286;4,61;0;4;4;0;431;0;56;3;5;9
baldwja01;2001;2;LAN;NL;3;6;12;12;0;0;0;238;82;37;10;25;53;0,274;4,20;1;3;3;0;333;0;39;4;2;8
balejo01;2001;1;BAL;AL;1;0;14;0;0;0;0;80;18;9;2;17;21;0,194;3,04;0;1;1;0;113;3;14;0;2;2
balfogr01;2001;1;MIN;AL;0;0;2;0;0;0;0;8;3;4;2;3;2;0,333;13,50;0;0;0;0;14;1;4;1;1;0
bankswi01;2001;1;BOS;AL;0;0;5;0;0;0;0;32;5;1;0;4;10;0,132;0,84;0;1;0;1;42;1;4;0;0;0
barcelo01;2001;1;CHA;AL;1;0;17;0;0;0;0;63;24;11;1;8;15;0,282;4,71;2;1;1;0;96;3;13;1;1;0
batismi01;2001;1;ARI;NL;11;8;48;18;0;0;0;418;113;52;13;60;90;0,226;3,36;2;6;10;0;581;6;57;9;3;15
bauerri01;2001;1;BAL;AL;0;5;6;6;0;0;0;99;35;17;7;9;16;0,265;4,64;0;0;1;0;143;0;22;0;1;3
beckejo02;2001;1;FLO;NL;2;2;4;4;0;0;0;72;14;4;3;11;24;0,161;1,50;0;1;1;0;99;0;9;0;0;0
beckro01;2001;1;BOS;AL;6;4;68;0;0;0;6;242;77;35;15;28;63;0,252;3,90;6;5;3;1;342;28;42;3;2;5
beimejo01;2001;1;PIT;NL;7;11;42;15;0;0;0;346;131;67;12;49;58;0,290;5,23;4;3;6;0;511;9;72;3;1;18
beirnke01;2001;1;TOR;AL;0;0;5;0;0;0;0;21;13;10;1;6;5;0,394;12,86;1;0;0;0;40;2;10;1;0;0
belitto01;2001;1;COL;NL;1;1;8;0;0;0;0;28;9;8;2;3;5;0,250;7,71;0;0;0;0;40;3;8;1;0;0
bellro01;2001;1;CIN;NL;0;5;9;9;0;0;0;133;46;27;9;17;33;0,275;5,48;1;1;3;0;188;0;28;0;1;4
bellro01;2001;2;TEX;AL;5;5;18;18;0;0;0;316;130;84;23;47;64;0,310;7,18;0;8;4;0;482;0;87;3;8;12
benesal01;2001;1;SLN;NL;2;0;9;1;0;0;0;44;14;12;5;12;10;0,250;7,36;0;0;0;0;68;4;12;0;0;2
benesan01;2001;1;SLN;NL;7;7;27;19;0;0;0;322;122;88;30;61;78;0,286;7,38;0;1;6;0;500;3;92;3;4;7
benitar01;2001;1;NYN;NL;6;4;73;0;0;0;43;229;59;32;12;40;93;0,214;3,77;6;5;1;0;320;64;32;2;1;6
benoijo01;2001;1;TEX;AL;0;0;1;1;0;0;0;15;8;6;3;3;4;0,364;10,80;0;0;0;0;26;0;6;0;1;0
bereja01;2001;1;CHN;NL;11;11;32;32;2;0;0;564;171;90;24;77;175;0,241;4,31;7;6;1;0;801;0;99;7;6;12
bernead01;2001;1;DET;AL;0;0;5;0;0;0;0;37;13;10;4;4;8;0,260;7,30;0;1;1;0;56;4;13;0;1;0
biddlro01;2001;1;CHA;AL;7;8;30;21;0;0;0;386;137;77;16;52;85;0,272;5,39;3;6;8;0;571;1;87;4;3;7
bierbni01;2001;1;ARI;NL;2;2;5;5;0;0;0;69;29;21;6;12;17;0,305;8,22;0;0;0;0;108;0;21;0;1;1
bierbni01;2001;2;TBA;AL;3;4;11;11;0;0;0;184;71;31;11;27;56;0,285;4,55;1;3;4;0;281;0;38;0;1;5
blairwi01;2001;1;DET;AL;1;4;9;4;0;0;0;72;38;28;3;11;15;0,369;10,50;3;0;3;1;121;1;30;2;2;1
blankma01;2001;1;MON;NL;2;2;5;4;0;0;0;68;23;13;5;13;11;0,267;5,16;1;0;2;0;104;0;14;1;2;2
boehrbr01;2001;1;NYA;AL;0;1;22;0;0;0;1;104;35;12;3;12;33;0,255;3,12;0;0;3;0;155;8;15;1;2;1
boehrbr01;2001;2;SFN;NL;0;3;29;0;0;0;1;103;32;16;4;17;27;0,239;4,19;5;0;2;0;156;9;20;1;2;0
bohanbr01;2001;1;COL;NL;5;8;20;19;0;0;0;291;127;77;20;47;47;0,323;7,14;3;2;7;0;456;0;79;8;1;10
bonesri01;2001;1;FLO;NL;4;4;61;0;0;0;0;192;71;36;7;33;41;0,286;5,06;9;0;3;0;288;19;39;2;2;14
bonilbo01;2001;1;SLN;NL;0;0;1;0;0;0;0;3;3;2;1;1;0;0,600;18,00;0;0;0;1;6;1;2;0;0;1
borbope02;2001;1;TOR;AL;2;4;71;0;0;0;0;160;48;22;8;12;45;0,244;3,71;3;0;4;0;217;14;24;2;2;5
borkoda01;2001;1;DET;AL;0;2;15;0;0;0;0;89;30;21;5;15;30;0,261;6,37;3;0;3;0;135;7;21;0;2;1
borlato02;2001;1;ANA;AL;0;1;2;0;0;0;0;10;8;4;1;1;0;0,471;10,80;0;0;0;0;19;1;5;1;0;0
borowjo01;2001;1;CHN;NL;0;1;1;1;0;0;0;5;6;6;1;3;1;0,667;32,40;0;0;0;0;13;0;6;1;0;0
bottari01;2001;1;PHI;NL;3;4;66;0;0;0;3;201;58;29;11;25;57;0,241;3,90;2;5;4;0;281;18;31;7;4;3
botteke01;2001;1;HOU;NL;2;5;13;9;0;0;1;156;61;37;16;16;39;0,288;6,40;0;1;2;0;235;1;44;1;4;2
bowlebr01;2001;1;TOR;AL;0;0;2;0;0;0;0;11;4;0;0;1;4;0,286;0,00;0;1;0;0;15;0;0;0;0;1
bradfch01;2001;1;OAK;AL;2;1;35;0;0;0;1;110;41;11;6;6;34;0,281;2,70;0;0;1;0;154;19;12;1;0;4
brantje01;2001;1;TEX;AL;0;1;18;0;0;0;0;63;26;12;5;9;11;0,310;5,14;1;1;0;0;94;7;12;0;1;4
breale01;2001;1;BAL;AL;0;0;2;0;0;0;0;6;6;4;2;3;0;0,545;18,00;0;0;0;0;14;0;4;0;0;1
brockch01;2001;1;PHI;NL;3;0;24;0;0;0;0;98;35;15;6;15;26;0,276;4,13;2;2;2;0;147;6;16;2;1;1
brohatr01;2001;1;ARI;NL;2;3;59;0;0;0;1;148;55;27;5;23;30;0,289;4,93;2;2;1;0;220;10;27;2;4;5
broweji01;2001;1;CIN;NL;7;10;46;10;0;0;1;388;119;57;17;60;94;0,247;3,97;5;5;5;1;559;13;65;9;3;10
brownke01;2001;1;LAN;NL;10;4;20;19;1;0;0;347;94;34;8;38;104;0,224;2,65;2;3;2;1;465;0;41;5;0;15
buddimi01;2001;1;MIL;NL;0;1;31;0;0;0;2;125;34;18;2;17;22;0,225;3,89;2;3;4;0;174;7;20;0;2;3
buehrma01;2001;1;CHA;AL;16;8;32;32;4;2;0;664;188;81;24;48;126;0,230;3,29;2;1;8;5;885;0;89;9;4;23
burbada01;2001;1;CLE;AL;10;10;32;27;1;0;0;452;188;104;16;54;118;0,306;6,21;2;6;3;0;684;4;112;5;7;7
burkejo03;2001;1;ATL;NL;12;12;34;34;1;1;0;658;187;74;17;70;187;0,230;3,04;13;5;6;1;902;0;83;6;7;12
burneaj01;2001;1;FLO;NL;11;12;27;27;2;1;0;520;145;78;20;83;128;0,231;4,05;3;7;7;1;733;0;82;6;8;15
byrdpa01;2001;1;PHI;NL;0;1;3;1;0;0;0;30;10;9;1;4;3;0,278;8,10;0;1;1;0;45;1;9;2;2;1
byrdpa01;2001;2;KCA;AL;6;6;16;15;1;0;0;280;110;42;11;22;49;0,298;4,05;1;1;1;0;399;0;45;2;4;10
cabrejo01;2001;1;ATL;NL;7;4;55;0;0;0;2;178;52;19;5;25;43;0,239;2,88;4;3;2;1;253;23;24;2;6;3
callami01;2001;1;TBA;AL;0;0;2;0;0;0;0;15;3;4;2;2;2;0,167;7,20;0;0;0;0;20;2;4;0;0;0
carpech01;2001;1;TOR;AL;11;11;34;34;3;2;0;647;229;98;29;75;157;0,274;4,09;5;5;16;0;930;0;112;3;1;25
carragi01;2001;1;LAN;NL;6;1;47;3;0;0;0;256;73;30;12;24;70;0,231;3,16;3;0;1;0;348;2;30;6;1;7
carrahe01;2001;1;MIN;AL;4;3;56;0;0;0;1;221;77;38;8;30;70;0,277;4,64;3;7;0;1;317;12;40;6;3;5
castica02;2001;1;BOS;AL;0;0;2;0;0;0;0;9;3;2;1;0;0;0,273;6,00;0;0;0;0;12;1;2;0;1;0
castifr01;2001;1;BOS;AL;10;9;26;26;0;0;0;410;138;64;14;35;89;0,260;4,21;2;3;5;1;580;0;72;3;6;3
chacosh01;2001;1;COL;NL;6;10;27;27;0;0;0;480;157;90;26;87;134;0,260;5,06;10;6;10;0;711;0;96;6;3;14
charlno01;2001;1;SEA;AL;4;2;44;0;0;0;1;143;36;16;4;11;48;0,212;3,02;0;4;4;0;189;10;19;3;1;3
chenbr01;2001;1;PHI;NL;4;5;16;16;0;0;0;259;90;48;19;31;79;0,262;5,00;4;2;1;0;381;0;53;2;4;2
chenbr01;2001;2;NYN;NL;3;2;11;11;0;0;0;179;56;31;10;28;47;0,255;4,68;0;3;0;0;253;0;37;2;3;4
chiassc01;2001;1;CHN;NL;1;1;6;0;0;0;0;20;5;2;2;2;6;0,200;2,70;0;1;1;0;28;3;2;0;0;0
choatra01;2001;1;NYA;AL;3;1;37;0;0;0;0;145;34;18;0;27;35;0,202;3,35;2;3;9;0;207;13;21;2;1;5
chouibo01;2001;1;COL;NL;0;0;8;0;0;0;0;23;10;7;4;1;5;0,303;8,22;1;0;0;0;34;5;7;0;0;0
chrisja01;2001;1;SLN;NL;1;1;30;0;0;0;3;58;15;10;4;10;19;0,211;4,66;1;0;1;0;83;8;10;0;1;0
chrisja01;2001;2;SFN;NL;1;0;25;0;0;0;0;51;14;3;1;5;12;0,241;1,59;0;4;0;0;66;3;3;1;2;3
christi01;2001;1;COL;NL;0;0;1;0;0;0;0;6;1;1;1;0;2;0,143;4,50;0;0;0;0;7;1;1;0;0;0
clemema01;2001;1;FLO;NL;9;10;31;31;0;0;0;508;172;95;15;85;134;0,267;5,05;2;15;15;0;760;0;102;14;3;14
clemero02;2001;1;NYA;AL;20;3;33;33;0;0;0;661;205;86;19;72;213;0,246;3,51;1;14;5;0;918;0;94;4;4;21
cocopa01;2001;1;TOR;AL;1;0;7;1;0;0;0;43;12;7;0;6;9;0,226;4,40;0;0;2;0;63;3;8;1;1;0
coganto01;2001;1;KCA;AL;0;4;39;0;0;0;0;74;32;16;7;13;17;0,320;5,84;0;1;5;0;119;7;17;0;1;6
coggida01;2001;1;PHI;NL;6;7;17;17;0;0;0;285;99;44;7;39;62;0,272;4,17;6;3;5;0;415;0;46;4;3;10
colomje01;2001;1;TBA;AL;2;3;30;0;0;0;0;146;37;18;8;25;31;0,208;3,33;4;2;2;0;209;9;22;2;2;3
colonba01;2001;1;CLE;AL;14;12;34;34;1;0;0;667;220;101;26;90;201;0,261;4,09;2;4;2;1;947;0;106;8;4;22
coneda01;2001;1;BOS;AL;9;7;25;25;0;0;0;407;148;65;17;57;115;0,275;4,31;4;9;10;0;614;0;74;2;6;9
cookde01;2001;1;NYN;NL;1;1;43;0;0;0;0;108;28;17;6;10;34;0,207;4,25;1;3;1;1;148;11;18;1;1;0
cookde01;2001;2;PHI;NL;0;0;19;0;0;0;0;29;15;6;2;4;4;0,385;5,59;2;0;1;0;46;3;6;2;0;1
coopebr01;2001;1;ANA;AL;0;1;7;1;0;0;0;41;10;4;2;4;7;0,200;2,63;0;0;0;0;55;5;5;0;1;0
coppiro01;2001;1;MIL;NL;1;0;8;3;0;0;0;68;24;17;5;15;15;0,282;6,75;0;2;1;0;104;2;17;2;1;1
cordefr01;2001;1;TEX;AL;0;1;3;0;0;0;0;7;3;1;0;2;1;0,300;3,86;1;1;0;0;12;2;1;0;0;0
coreyma02;2001;1;NYN;NL;0;0;2;0;0;0;0;5;5;3;0;3;3;0,500;16,20;1;0;0;0;13;0;3;0;0;0
cormirh01;2001;1;PHI;NL;5;6;60;0;0;0;1;154;49;24;5;17;37;0,247;4,21;4;1;4;0;222;16;26;3;0;5
cornena01;2001;1;DET;AL;4;4;10;10;0;0;0;128;63;35;10;28;22;0,344;7,38;4;1;3;0;217;0;38;2;0;6
crabtti01;2001;1;TEX;AL;0;5;21;0;0;0;4;70;37;17;3;14;16;0,385;6,56;2;3;1;0;117;14;18;3;3;6
crawfpa02;2001;1;BOS;AL;3;0;8;7;0;0;0;108;40;19;3;13;25;0,276;4,75;0;2;2;0;161;1;19;0;1;2
creekdo01;2001;1;TBA;AL;2;5;66;0;0;0;0;188;51;30;7;49;66;0,230;4,31;5;4;4;0;279;16;34;1;3;8
cressja01;2001;1;MIN;AL;3;2;44;0;0;0;0;169;50;23;6;16;40;0,237;3,67;0;2;1;0;232;9;24;2;2;6
cruzju02;2001;1;CHN;NL;3;1;8;8;0;0;0;134;40;16;4;17;39;0,244;3,22;1;0;2;0;185;0;16;2;0;3
cruzne01;2001;1;HOU;NL;3;3;66;0;0;0;2;247;72;38;11;24;75;0,237;4,15;4;0;9;1;342;16;41;3;2;7
